salinity_sfile,temperature_sfile,pressure,doxy,lat,lon,date
35.379002,18.885,-0.2,214.351837,-10.14,-83.3,2024-08-15
35.379002,18.885,0.1,,-10.14,-83.3,2024-08-15
35.380875,18.883125,0.6,213.595001,-10.14,-83.3,2024-08-15
35.382,18.882,0.9,,-10.14,-83.3,2024-08-15
35.384399,18.879601,2.1,213.326492,-10.14,-83.3,2024-08-15
35.384998,18.879,2.4,,-10.14,-83.3,2024-08-15
35.3843,18.8783,3.1,213.286575,-10.14,-83.3,2024-08-15
35.383999,18.878,3.4,,-10.14,-83.3,2024-08-15
35.384666,18.876667,4.0,213.069061,-10.14,-83.3,2024-08-15
35.384998,18.875999,4.3,,-10.14,-83.3,2024-08-15
35.384998,18.873899,5.0,212.938721,-10.14,-83.3,2024-08-15
35.384998,18.872999,5.3,,-10.14,-83.3,2024-08-15
35.3843,18.874399,6.0,212.827637,-10.14,-83.3,2024-08-15
35.383999,18.875,6.3,,-10.14,-83.3,2024-08-15
35.385334,18.871,6.9,212.563705,-10.14,-83.3,2024-08-15
35.386002,18.868999,7.2,,-10.14,-83.3,2024-08-15
35.384499,18.872,8.099999,212.144211,-10.14,-83.3,2024-08-15
35.383999,18.872999,8.4,,-10.14,-83.3,2024-08-15
35.383999,18.865299,9.099999,211.85022,-10.14,-83.3,2024-08-15
35.383999,18.862,9.4,,-10.14,-83.3,2024-08-15
35.38475,18.85375,10.3,211.680511,-10.14,-83.3,2024-08-15
35.384998,18.851,10.6,,-10.14,-83.3,2024-08-15
35.384247,18.848,11.5,211.508728,-10.14,-83.3,2024-08-15
35.383999,18.847,11.8,,-10.14,-83.3,2024-08-15
35.3825,18.847,12.7,211.349304,-10.14,-83.3,2024-08-15
35.382,18.847,13.0,,-10.14,-83.3,2024-08-15
35.384182,18.844091,13.8,211.073013,-10.14,-83.3,2024-08-15
35.384998,18.843,14.1,,-10.14,-83.3,2024-08-15
35.383499,18.843,15.0,210.870377,-10.14,-83.3,2024-08-15
35.382999,18.843,15.3,,-10.14,-83.3,2024-08-15
35.382999,18.841499,16.200001,210.739166,-10.14,-83.3,2024-08-15
35.382999,18.841,16.5,,-10.14,-83.3,2024-08-15
35.383751,18.841,17.400002,210.433304,-10.14,-83.3,2024-08-15
35.383999,18.841,17.700001,,-10.14,-83.3,2024-08-15
35.383228,18.837923,18.700001,210.189072,-10.14,-83.3,2024-08-15
35.382999,18.837,19.0,,-10.14,-83.3,2024-08-15
35.383728,18.836273,19.800001,209.910858,-10.14,-83.3,2024-08-15
35.383999,18.836,20.1,,-10.14,-83.3,2024-08-15
35.383228,18.832153,21.1,209.718109,-10.14,-83.3,2024-08-15
35.382999,18.830999,21.4,,-10.14,-83.3,2024-08-15
35.383728,18.830273,22.200001,209.405151,-10.14,-83.3,2024-08-15
35.383999,18.83,22.5,,-10.14,-83.3,2024-08-15
35.3825,18.83075,23.400002,209.098526,-10.14,-83.3,2024-08-15
35.382,18.830999,23.700001,,-10.14,-83.3,2024-08-15
35.382751,18.83025,24.6,208.901367,-10.14,-83.3,2024-08-15
35.382999,18.83,24.9,,-10.14,-83.3,2024-08-15
35.382999,18.830727,25.700001,208.521408,-10.14,-83.3,2024-08-15
35.382999,18.830999,26.0,,-10.14,-83.3,2024-08-15
35.382999,18.830999,26.900002,208.248428,-10.14,-83.3,2024-08-15
35.382999,18.830999,27.200001,,-10.14,-83.3,2024-08-15
35.382999,18.829546,28.0,207.884171,-10.14,-83.3,2024-08-15
35.382999,18.829,28.299999,,-10.14,-83.3,2024-08-15
35.382999,18.829,29.200001,207.549637,-10.14,-83.3,2024-08-15
35.382999,18.829,29.5,,-10.14,-83.3,2024-08-15
35.383751,18.829,30.400002,207.136597,-10.14,-83.3,2024-08-15
35.383999,18.829,30.700001,,-10.14,-83.3,2024-08-15
35.383247,18.829,31.6,206.727325,-10.14,-83.3,2024-08-15
35.382999,18.829,31.9,,-10.14,-83.3,2024-08-15
35.382999,18.827545,32.700001,206.401169,-10.14,-83.3,2024-08-15
35.382999,18.827,33.0,,-10.14,-83.3,2024-08-15
35.382999,18.827749,33.900002,205.92305,-10.14,-83.3,2024-08-15
35.382999,18.827999,34.200001,,-10.14,-83.3,2024-08-15
35.382999,18.827272,35.0,205.452347,-10.14,-83.3,2024-08-15
35.382999,18.827,35.299999,,-10.14,-83.3,2024-08-15
35.382999,18.827749,36.200001,204.873077,-10.14,-83.3,2024-08-15
35.382999,18.827999,36.5,,-10.14,-83.3,2024-08-15
35.382999,18.827272,37.299999,204.328705,-10.14,-83.3,2024-08-15
35.382999,18.827,37.599998,,-10.14,-83.3,2024-08-15
35.382248,18.827,38.5,203.658722,-10.14,-83.3,2024-08-15
35.382,18.827,38.799999,,-10.14,-83.3,2024-08-15
35.382698,18.8263,39.5,202.910812,-10.14,-83.3,2024-08-15
35.382999,18.826,39.799999,,-10.14,-83.3,2024-08-15
35.382248,18.82675,40.700001,202.103073,-10.14,-83.3,2024-08-15
35.382,18.827,41.0,,-10.14,-83.3,2024-08-15
35.382729,18.826273,41.799999,201.125687,-10.14,-83.3,2024-08-15
35.382999,18.826,42.099998,,-10.14,-83.3,2024-08-15
35.382999,18.826727,42.900002,200.12233,-10.14,-83.3,2024-08-15
35.382999,18.827,43.200001,,-10.14,-83.3,2024-08-15
35.382999,18.827,43.900002,198.923248,-10.14,-83.3,2024-08-15
35.382999,18.827,44.200001,,-10.14,-83.3,2024-08-15
35.382999,18.827726,45.0,197.615768,-10.14,-83.3,2024-08-15
35.382999,18.827999,45.299999,,-10.14,-83.3,2024-08-15
35.382999,18.827999,46.0,195.974197,-10.14,-83.3,2024-08-15
35.382999,18.827999,46.299999,,-10.14,-83.3,2024-08-15
35.382271,18.827999,47.100002,194.097931,-10.14,-83.3,2024-08-15
35.382,18.827999,47.400002,,-10.14,-83.3,2024-08-15
35.382698,18.827999,48.100002,191.97554,-10.14,-83.3,2024-08-15
35.382999,18.827999,48.400002,,-10.14,-83.3,2024-08-15
35.382301,18.827299,49.100002,189.390747,-10.14,-83.3,2024-08-15
35.382,18.827,49.400002,,-10.14,-83.3,2024-08-15
35.382,18.827,50.100002,186.403809,-10.14,-83.3,2024-08-15
35.382,18.827,50.400002,,-10.14,-83.3,2024-08-15
35.382,18.827,51.100002,182.944244,-10.14,-83.3,2024-08-15
35.382,18.827,51.400002,,-10.14,-83.3,2024-08-15
35.382,18.827,52.0,178.455154,-10.14,-83.3,2024-08-15
35.382,18.827,52.299999,,-10.14,-83.3,2024-08-15
35.381302,18.8277,53.0,173.46788,-10.14,-83.3,2024-08-15
35.381001,18.827999,53.299999,,-10.14,-83.3,2024-08-15
35.380333,18.826666,53.900002,167.788971,-10.14,-83.3,2024-08-15
35.380001,18.826,54.200001,,-10.14,-83.3,2024-08-15
35.379333,18.826,54.799999,161.177811,-10.14,-83.3,2024-08-15
35.379002,18.826,55.099998,,-10.14,-83.3,2024-08-15
35.378376,18.825375,55.599998,153.126572,-10.14,-83.3,2024-08-15
35.377998,18.825001,55.900002,,-10.14,-83.3,2024-08-15
35.375999,18.822332,56.5,143.742889,-10.14,-83.3,2024-08-15
35.375,18.820999,56.799999,,-10.14,-83.3,2024-08-15
35.369907,18.810818,57.600002,125.796654,-10.14,-83.3,2024-08-15
35.368,18.806999,57.900002,,-10.14,-83.3,2024-08-15
35.362183,18.803364,58.700001,103.121971,-10.14,-83.3,2024-08-15
35.360001,18.802,59.0,,-10.14,-83.3,2024-08-15
35.349373,18.758251,59.5,84.553246,-10.14,-83.3,2024-08-15
35.342999,18.732,59.799999,,-10.14,-83.3,2024-08-15
35.297249,18.0555,60.700001,54.234863,-10.14,-83.3,2024-08-15
35.282001,17.83,61.0,,-10.14,-83.3,2024-08-15
35.190857,16.755142,62.100002,33.755516,-10.14,-83.3,2024-08-15
35.166,16.462,62.400002,,-10.14,-83.3,2024-08-15
35.104,16.264668,63.0,29.316353,-10.14,-83.3,2024-08-15
35.073002,16.166,63.299999,,-10.14,-83.3,2024-08-15
35.068802,16.037201,64.0,26.573626,-10.14,-83.3,2024-08-15
35.067001,15.982,64.300003,,-10.14,-83.3,2024-08-15
35.056499,15.8931,65.0,24.456623,-10.14,-83.3,2024-08-15
35.051998,15.855,65.300003,,-10.14,-83.3,2024-08-15
35.0485,15.7318,66.0,22.707251,-10.14,-83.3,2024-08-15
35.047001,15.679,66.300003,,-10.14,-83.3,2024-08-15
35.040333,15.631001,66.900002,21.697475,-10.14,-83.3,2024-08-15
35.036999,15.607,67.199997,,-10.14,-83.3,2024-08-15
35.035599,15.567101,67.899994,20.783302,-10.14,-83.3,2024-08-15
35.035,15.55,68.199997,,-10.14,-83.3,2024-08-15
35.021526,15.352947,69.799995,18.520607,-10.14,-83.3,2024-08-15
35.019001,15.316,70.099998,,-10.14,-83.3,2024-08-15
35.014801,15.2642,70.799995,16.987171,-10.14,-83.3,2024-08-15
35.013,15.242,71.099998,,-10.14,-83.3,2024-08-15
35.010899,15.2161,71.799995,15.335258,-10.14,-83.3,2024-08-15
35.009998,15.205,72.099998,,-10.14,-83.3,2024-08-15
35.009331,15.203,72.699997,14.057136,-10.14,-83.3,2024-08-15
35.008999,15.202,73.0,,-10.14,-83.3,2024-08-15
35.008999,15.165125,73.5,12.858489,-10.14,-83.3,2024-08-15
35.008999,15.143,73.800003,,-10.14,-83.3,2024-08-15
35.000751,15.071751,74.699997,11.238583,-10.14,-83.3,2024-08-15
34.998001,15.048,75.0,,-10.14,-83.3,2024-08-15
34.992401,14.9808,75.699997,9.632061,-10.14,-83.3,2024-08-15
34.990002,14.952,76.0,,-10.14,-83.3,2024-08-15
34.986,14.884,76.599998,7.941688,-10.14,-83.3,2024-08-15
34.984001,14.85,76.900002,,-10.14,-83.3,2024-08-15
34.978909,14.752545,77.699997,6.165214,-10.14,-83.3,2024-08-15
34.977001,14.716,78.0,,-10.14,-83.3,2024-08-15
34.978249,14.641,78.5,5.419218,-10.14,-83.3,2024-08-15
34.979,14.596,78.800003,,-10.14,-83.3,2024-08-15
34.979,14.546499,79.699997,4.758628,-10.14,-83.3,2024-08-15
34.979,14.53,80.0,,-10.14,-83.3,2024-08-15
34.975998,14.51575,80.899994,3.916651,-10.14,-83.3,2024-08-15
34.974998,14.511,81.199997,,-10.14,-83.3,2024-08-15
34.98,14.504125,81.699997,3.48307,-10.14,-83.3,2024-08-15
34.983002,14.5,82.0,,-10.14,-83.3,2024-08-15
34.985001,14.483334,82.599998,3.254845,-10.14,-83.3,2024-08-15
34.986,14.475,82.900002,,-10.14,-83.3,2024-08-15
34.982666,14.453667,83.5,2.947789,-10.14,-83.3,2024-08-15
34.980999,14.443,83.800003,,-10.14,-83.3,2024-08-15
34.982334,14.432333,84.400002,2.608003,-10.14,-83.3,2024-08-15
34.983002,14.427,84.699997,,-10.14,-83.3,2024-08-15
34.983002,14.420333,85.299995,2.303521,-10.14,-83.3,2024-08-15
34.983002,14.417,85.599998,,-10.14,-83.3,2024-08-15
34.983002,14.4149,86.299995,2.107628,-10.14,-83.3,2024-08-15
34.983002,14.414,86.599998,,-10.14,-83.3,2024-08-15
34.985668,14.408667,87.199997,1.987254,-10.14,-83.3,2024-08-15
34.987,14.406,87.5,,-10.14,-83.3,2024-08-15
34.990143,14.380072,88.599998,1.974969,-10.14,-83.3,2024-08-15
34.991001,14.373,88.900002,,-10.14,-83.3,2024-08-15
34.9902,14.3106,90.099998,1.984922,-10.14,-83.3,2024-08-15
34.990002,14.295,90.400002,,-10.14,-83.3,2024-08-15
34.987202,14.2663,91.099998,1.990571,-10.14,-83.3,2024-08-15
34.986,14.254,91.400002,,-10.14,-83.3,2024-08-15
34.9846,14.2288,92.099998,1.985801,-10.14,-83.3,2024-08-15
34.984001,14.218,92.400002,,-10.14,-83.3,2024-08-15
34.982597,14.194901,93.099998,1.96702,-10.14,-83.3,2024-08-15
34.981998,14.185,93.400002,,-10.14,-83.3,2024-08-15
34.9813,14.1717,94.099998,1.944965,-10.14,-83.3,2024-08-15
34.980999,14.166,94.400002,,-10.14,-83.3,2024-08-15
34.979599,14.1632,95.099998,1.93343,-10.14,-83.3,2024-08-15
34.979,14.162,95.400002,,-10.14,-83.3,2024-08-15
34.979668,14.158,96.0,1.921323,-10.14,-83.3,2024-08-15
34.98,14.156,96.300003,,-10.14,-83.3,2024-08-15
34.980698,14.1462,97.0,1.898663,-10.14,-83.3,2024-08-15
34.980999,14.142,97.300003,,-10.14,-83.3,2024-08-15
34.983101,14.1133,98.0,1.879099,-10.14,-83.3,2024-08-15
34.984001,14.101,98.300003,,-10.14,-83.3,2024-08-15
34.979801,14.0639,99.0,1.88403,-10.14,-83.3,2024-08-15
34.978001,14.048,99.300003,,-10.14,-83.3,2024-08-15
34.975998,14.035334,99.900002,1.884467,-10.14,-83.3,2024-08-15
34.974998,14.029,100.199997,,-10.14,-83.3,2024-08-15
34.9743,14.0136,100.899994,1.876035,-10.14,-83.3,2024-08-15
34.973999,14.007,101.199997,,-10.14,-83.3,2024-08-15
