salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.22,-12.46,-86.97,2019-10-29
,,0.5,-12.46,-86.97,2019-10-29
,,0.9,-12.46,-86.97,2019-10-29
,,1.0,-12.46,-86.97,2019-10-29
,,1.2,-12.46,-86.97,2019-10-29
,,1.4,-12.46,-86.97,2019-10-29
,19.336,1.5,-12.46,-86.97,2019-10-29
,19.336,1.6,-12.46,-86.97,2019-10-29
,19.336,1.8,-12.46,-86.97,2019-10-29
,19.336,2.1,-12.46,-86.97,2019-10-29
,19.336,2.5,-12.46,-86.97,2019-10-29
,19.336201,2.7,-12.46,-86.97,2019-10-29
,19.336401,2.9,-12.46,-86.97,2019-10-29
,19.336599,3.1,-12.46,-86.97,2019-10-29
,19.3368,3.3,-12.46,-86.97,2019-10-29
,19.337,3.5,-12.46,-86.97,2019-10-29
,19.3367,3.6,-12.46,-86.97,2019-10-29
,19.3361,3.8,-12.46,-86.97,2019-10-29
,19.335199,4.1,-12.46,-86.97,2019-10-29
,19.3346,4.3,-12.46,-86.97,2019-10-29
,19.334,4.5,-12.46,-86.97,2019-10-29
,19.3344,4.7,-12.46,-86.97,2019-10-29
,19.334999,5.0,-12.46,-86.97,2019-10-29
,19.3354,5.2,-12.46,-86.97,2019-10-29
,19.336,5.5,-12.46,-86.97,2019-10-29
,19.336445,5.7,-12.46,-86.97,2019-10-29
,19.336889,5.9,-12.46,-86.97,2019-10-29
,19.337334,6.1,-12.46,-86.97,2019-10-29
,19.337999,6.4,-12.46,-86.97,2019-10-29
,19.3382,6.6,-12.46,-86.97,2019-10-29
,19.338501,6.9,-12.46,-86.97,2019-10-29
,19.338699,7.1,-12.46,-86.97,2019-10-29
,19.338902,7.3,-12.46,-86.97,2019-10-29
,19.339001,7.4,-12.46,-86.97,2019-10-29
,19.338778,7.6,-12.46,-86.97,2019-10-29
,19.338444,7.9,-12.46,-86.97,2019-10-29
,19.338223,8.1,-12.46,-86.97,2019-10-29
,19.337999,8.3,-12.46,-86.97,2019-10-29
,19.337999,8.9,-12.46,-86.97,2019-10-29
,19.337999,9.2,-12.46,-86.97,2019-10-29
,19.337999,9.4,-12.46,-86.97,2019-10-29
,19.338581,9.719999,-12.46,-86.97,2019-10-29
,19.34,10.5,-12.46,-86.97,2019-10-29
,19.340519,11.02,-12.46,-86.97,2019-10-29
,19.341,11.5,-12.46,-86.97,2019-10-29
,19.341,12.320001,-12.46,-86.97,2019-10-29
,19.341,12.6,-12.46,-86.97,2019-10-29
,19.34,13.6,-12.46,-86.97,2019-10-29
,19.34,13.620001,-12.46,-86.97,2019-10-29
,19.34,14.6,-12.46,-86.97,2019-10-29
,19.340639,14.92,-12.46,-86.97,2019-10-29
,19.341999,15.6,-12.46,-86.97,2019-10-29
,19.34252,16.120001,-12.46,-86.97,2019-10-29
,19.343,16.6,-12.46,-86.97,2019-10-29
,19.342279,17.32,-12.46,-86.97,2019-10-29
,19.341999,17.6,-12.46,-86.97,2019-10-29
,19.341999,18.6,-12.46,-86.97,2019-10-29
,19.341999,18.620001,-12.46,-86.97,2019-10-29
,19.341999,19.5,-12.46,-86.97,2019-10-29
,19.341999,19.82,-12.46,-86.97,2019-10-29
,19.341999,20.5,-12.46,-86.97,2019-10-29
,19.34148,21.02,-12.46,-86.97,2019-10-29
,19.341,21.5,-12.46,-86.97,2019-10-29
,19.341799,22.219999,-12.46,-86.97,2019-10-29
,19.341999,22.4,-12.46,-86.97,2019-10-29
,19.341,23.4,-12.46,-86.97,2019-10-29
,19.341019,23.42,-12.46,-86.97,2019-10-29
,19.341999,24.5,-12.46,-86.97,2019-10-29
,19.341879,24.620001,-12.46,-86.97,2019-10-29
,19.341,25.5,-12.46,-86.97,2019-10-29
,19.34004,25.82,-12.46,-86.97,2019-10-29
,19.337999,26.5,-12.46,-86.97,2019-10-29
,19.337999,26.92,-12.46,-86.97,2019-10-29
,19.337999,27.5,-12.46,-86.97,2019-10-29
,19.339239,28.120001,-12.46,-86.97,2019-10-29
,19.34,28.5,-12.46,-86.97,2019-10-29
,19.34,29.32,-12.46,-86.97,2019-10-29
,19.34,29.5,-12.46,-86.97,2019-10-29
,19.34,30.5,-12.46,-86.97,2019-10-29
,19.339941,30.52,-12.46,-86.97,2019-10-29
,19.337,31.5,-12.46,-86.97,2019-10-29
,19.336399,31.719999,-12.46,-86.97,2019-10-29
,19.334,32.599998,-12.46,-86.97,2019-10-29
,19.333679,32.919998,-12.46,-86.97,2019-10-29
,19.333,33.599998,-12.46,-86.97,2019-10-29
,19.332481,34.119999,-12.46,-86.97,2019-10-29
,19.332001,34.599998,-12.46,-86.97,2019-10-29
,19.332001,35.32,-12.46,-86.97,2019-10-29
,19.332001,35.5,-12.46,-86.97,2019-10-29
,19.333,36.5,-12.46,-86.97,2019-10-29
,19.333019,36.52,-12.46,-86.97,2019-10-29
,19.334,37.5,-12.46,-86.97,2019-10-29
,19.334,37.720001,-12.46,-86.97,2019-10-29
,19.334,38.599998,-12.46,-86.97,2019-10-29
,19.333679,38.919998,-12.46,-86.97,2019-10-29
,19.333,39.599998,-12.46,-86.97,2019-10-29
,19.333,40.119999,-12.46,-86.97,2019-10-29
,19.333,40.599998,-12.46,-86.97,2019-10-29
,19.333,41.32,-12.46,-86.97,2019-10-29
,19.333,41.599998,-12.46,-86.97,2019-10-29
