salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.1,-12.38,-86.91,2019-11-03
,,0.42,-12.38,-86.91,2019-11-03
,,0.5,-12.38,-86.91,2019-11-03
,,0.9,-12.38,-86.91,2019-11-03
,,1.2,-12.38,-86.91,2019-11-03
,,1.4,-12.38,-86.91,2019-11-03
,19.43,1.5,-12.38,-86.91,2019-11-03
,19.43,1.7,-12.38,-86.91,2019-11-03
,19.43,1.9,-12.38,-86.91,2019-11-03
,19.43,2.2,-12.38,-86.91,2019-11-03
,19.43,2.5,-12.38,-86.91,2019-11-03
,19.430099,2.6,-12.38,-86.91,2019-11-03
,19.4303,2.8,-12.38,-86.91,2019-11-03
,19.4305,3.0,-12.38,-86.91,2019-11-03
,19.430799,3.3,-12.38,-86.91,2019-11-03
,19.431,3.5,-12.38,-86.91,2019-11-03
,19.430819,3.6,-12.38,-86.91,2019-11-03
,19.430454,3.8,-12.38,-86.91,2019-11-03
,19.429909,4.1,-12.38,-86.91,2019-11-03
,19.429546,4.3,-12.38,-86.91,2019-11-03
,19.429182,4.5,-12.38,-86.91,2019-11-03
,19.429001,4.6,-12.38,-86.91,2019-11-03
,19.429134,4.72,-12.38,-86.91,2019-11-03
,19.429556,5.1,-12.38,-86.91,2019-11-03
,19.429779,5.3,-12.38,-86.91,2019-11-03
,19.43,5.5,-12.38,-86.91,2019-11-03
,19.429201,5.7,-12.38,-86.91,2019-11-03
,19.4284,5.9,-12.38,-86.91,2019-11-03
,19.4272,6.2,-12.38,-86.91,2019-11-03
,19.426401,6.4,-12.38,-86.91,2019-11-03
,19.426001,6.5,-12.38,-86.91,2019-11-03
,19.4249,6.6,-12.38,-86.91,2019-11-03
,19.420502,7.0,-12.38,-86.91,2019-11-03
,19.418301,7.2,-12.38,-86.91,2019-11-03
,19.415001,7.5,-12.38,-86.91,2019-11-03
,19.409801,7.6,-12.38,-86.91,2019-11-03
,19.399401,7.8,-12.38,-86.91,2019-11-03
,19.383801,8.1,-12.38,-86.91,2019-11-03
,19.373402,8.3,-12.38,-86.91,2019-11-03
,19.363001,8.5,-12.38,-86.91,2019-11-03
,19.357601,8.8,-12.38,-86.91,2019-11-03
,19.35364,9.02,-12.38,-86.91,2019-11-03
,19.344999,9.5,-12.38,-86.91,2019-11-03
,19.340839,10.02,-12.38,-86.91,2019-11-03
,19.337,10.5,-12.38,-86.91,2019-11-03
,19.327639,11.22,-12.38,-86.91,2019-11-03
,19.323999,11.5,-12.38,-86.91,2019-11-03
,19.32564,12.32,-12.38,-86.91,2019-11-03
,19.326,12.5,-12.38,-86.91,2019-11-03
,19.309,13.5,-12.38,-86.91,2019-11-03
,19.307659,13.52,-12.38,-86.91,2019-11-03
,19.242001,14.5,-12.38,-86.91,2019-11-03
,19.24024,14.72,-12.38,-86.91,2019-11-03
,19.233999,15.5,-12.38,-86.91,2019-11-03
,19.232441,16.02,-12.38,-86.91,2019-11-03
,19.231001,16.5,-12.38,-86.91,2019-11-03
,19.231001,17.32,-12.38,-86.91,2019-11-03
,19.231001,17.5,-12.38,-86.91,2019-11-03
,19.229,18.5,-12.38,-86.91,2019-11-03
,19.228981,18.52,-12.38,-86.91,2019-11-03
,19.228001,19.6,-12.38,-86.91,2019-11-03
,19.229761,19.82,-12.38,-86.91,2019-11-03
,19.236,20.6,-12.38,-86.91,2019-11-03
,19.236,21.220001,-12.38,-86.91,2019-11-03
,19.236,21.6,-12.38,-86.91,2019-11-03
,19.23,22.5,-12.38,-86.91,2019-11-03
,19.229908,22.52,-12.38,-86.91,2019-11-03
,19.225,23.6,-12.38,-86.91,2019-11-03
,19.224289,23.92,-12.38,-86.91,2019-11-03
,19.223,24.5,-12.38,-86.91,2019-11-03
,19.223,25.219999,-12.38,-86.91,2019-11-03
,19.223,25.5,-12.38,-86.91,2019-11-03
,19.225,26.5,-12.38,-86.91,2019-11-03
,19.225121,26.620001,-12.38,-86.91,2019-11-03
,19.226,27.5,-12.38,-86.91,2019-11-03
,19.226,27.92,-12.38,-86.91,2019-11-03
,19.226,28.5,-12.38,-86.91,2019-11-03
,19.226,29.32,-12.38,-86.91,2019-11-03
,19.226,29.6,-12.38,-86.91,2019-11-03
,19.226,30.6,-12.38,-86.91,2019-11-03
,19.225866,30.720001,-12.38,-86.91,2019-11-03
,19.225,31.5,-12.38,-86.91,2019-11-03
,19.223761,32.119999,-12.38,-86.91,2019-11-03
,19.223,32.5,-12.38,-86.91,2019-11-03
,19.223,33.5,-12.38,-86.91,2019-11-03
,19.223019,33.52,-12.38,-86.91,2019-11-03
,19.224001,34.599998,-12.38,-86.91,2019-11-03
,19.224556,35.099998,-12.38,-86.91,2019-11-03
,19.225,35.5,-12.38,-86.91,2019-11-03
,19.226,36.5,-12.38,-86.91,2019-11-03
,19.228001,37.5,-12.38,-86.91,2019-11-03
,19.228401,37.900002,-12.38,-86.91,2019-11-03
,19.229,38.5,-12.38,-86.91,2019-11-03
,19.229727,39.299999,-12.38,-86.91,2019-11-03
,19.23,39.599998,-12.38,-86.91,2019-11-03
,19.232,40.5,-12.38,-86.91,2019-11-03
,19.232201,40.599998,-12.38,-86.91,2019-11-03
,19.233999,41.5,-12.38,-86.91,2019-11-03
,19.234909,42.0,-12.38,-86.91,2019-11-03
,19.236,42.599998,-12.38,-86.91,2019-11-03
,19.236,43.400002,-12.38,-86.91,2019-11-03
,19.236,43.5,-12.38,-86.91,2019-11-03
,19.236,44.5,-12.38,-86.91,2019-11-03
,19.235701,44.799999,-12.38,-86.91,2019-11-03
,19.235001,45.5,-12.38,-86.91,2019-11-03
,19.235001,46.100002,-12.38,-86.91,2019-11-03
,19.235001,46.400002,-12.38,-86.91,2019-11-03
,19.236,47.5,-12.38,-86.91,2019-11-03
,19.237,48.599998,-12.38,-86.91,2019-11-03
,19.237444,48.799999,-12.38,-86.91,2019-11-03
,19.239,49.5,-12.38,-86.91,2019-11-03
,19.240801,50.099998,-12.38,-86.91,2019-11-03
,19.242001,50.5,-12.38,-86.91,2019-11-03
,19.243,51.5,-12.38,-86.91,2019-11-03
,19.245001,52.599998,-12.38,-86.91,2019-11-03
,19.245001,52.799999,-12.38,-86.91,2019-11-03
,19.245001,53.5,-12.38,-86.91,2019-11-03
,19.245667,54.100002,-12.38,-86.91,2019-11-03
,19.246,54.400002,-12.38,-86.91,2019-11-03
,19.246,55.32,-12.38,-86.91,2019-11-03
,19.246,55.5,-12.38,-86.91,2019-11-03
,19.250999,56.5,-12.38,-86.91,2019-11-03
,19.251139,56.52,-12.38,-86.91,2019-11-03
,19.257999,57.5,-12.38,-86.91,2019-11-03
,19.256399,57.82,-12.38,-86.91,2019-11-03
,19.253,58.5,-12.38,-86.91,2019-11-03
,19.25144,59.02,-12.38,-86.91,2019-11-03
,19.25,59.5,-12.38,-86.91,2019-11-03
,19.24754,60.32,-12.38,-86.91,2019-11-03
,19.247,60.5,-12.38,-86.91,2019-11-03
,19.245001,61.5,-12.38,-86.91,2019-11-03
,19.244921,61.52,-12.38,-86.91,2019-11-03
,19.240999,62.5,-12.38,-86.91,2019-11-03
,19.240999,62.720001,-12.38,-86.91,2019-11-03
,19.240999,63.400002,-12.38,-86.91,2019-11-03
,19.242418,63.920002,-12.38,-86.91,2019-11-03
,19.243999,64.5,-12.38,-86.91,2019-11-03
,19.238363,65.120003,-12.38,-86.91,2019-11-03
,19.233999,65.599998,-12.38,-86.91,2019-11-03
,19.2292,66.32,-12.38,-86.91,2019-11-03
,19.228001,66.5,-12.38,-86.91,2019-11-03
,19.226,67.5,-12.38,-86.91,2019-11-03
,19.226,67.519997,-12.38,-86.91,2019-11-03
,19.226,68.5,-12.38,-86.91,2019-11-03
,19.2258,68.720001,-12.38,-86.91,2019-11-03
,19.225,69.599998,-12.38,-86.91,2019-11-03
,19.224266,69.82,-12.38,-86.91,2019-11-03
,19.222,70.5,-12.38,-86.91,2019-11-03
,19.22044,71.019997,-12.38,-86.91,2019-11-03
,19.219,71.5,-12.38,-86.91,2019-11-03
,19.215279,72.120003,-12.38,-86.91,2019-11-03
,19.212999,72.5,-12.38,-86.91,2019-11-03
,19.210243,73.120003,-12.38,-86.91,2019-11-03
,19.209,73.400002,-12.38,-86.91,2019-11-03
,19.202291,74.220001,-12.38,-86.91,2019-11-03
,19.200001,74.5,-12.38,-86.91,2019-11-03
,19.194262,75.32,-12.38,-86.91,2019-11-03
,19.193001,75.5,-12.38,-86.91,2019-11-03
,19.182878,76.419998,-12.38,-86.91,2019-11-03
,19.181999,76.5,-12.38,-86.91,2019-11-03
,19.165001,77.5,-12.38,-86.91,2019-11-03
,19.164757,77.519997,-12.38,-86.91,2019-11-03
,19.153999,78.400002,-12.38,-86.91,2019-11-03
,19.153782,78.520004,-12.38,-86.91,2019-11-03
,19.152,79.5,-12.38,-86.91,2019-11-03
,19.148041,79.620003,-12.38,-86.91,2019-11-03
,19.118999,80.5,-12.38,-86.91,2019-11-03
,19.10268,80.620003,-12.38,-86.91,2019-11-03
,18.983,81.5,-12.38,-86.91,2019-11-03
,18.97064,81.620003,-12.38,-86.91,2019-11-03
,18.879999,82.5,-12.38,-86.91,2019-11-03
