salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.1,-12.08,-87.09,2019-12-07
,,0.2,-12.08,-87.09,2019-12-07
,,0.32,-12.08,-87.09,2019-12-07
,,0.6,-12.08,-87.09,2019-12-07
,,0.9,-12.08,-87.09,2019-12-07
,,1.0,-12.08,-87.09,2019-12-07
,,1.2,-12.08,-87.09,2019-12-07
,,1.4,-12.08,-87.09,2019-12-07
,20.59,1.5,-12.08,-87.09,2019-12-07
,20.59,1.7,-12.08,-87.09,2019-12-07
,20.59,1.9,-12.08,-87.09,2019-12-07
,20.59,2.2,-12.08,-87.09,2019-12-07
,20.59,2.4,-12.08,-87.09,2019-12-07
,20.59,2.5,-12.08,-87.09,2019-12-07
,20.590099,2.6,-12.08,-87.09,2019-12-07
,20.5902,2.7,-12.08,-87.09,2019-12-07
,20.590401,2.9,-12.08,-87.09,2019-12-07
,20.59062,3.12,-12.08,-87.09,2019-12-07
,20.590799,3.3,-12.08,-87.09,2019-12-07
,20.5909,3.4,-12.08,-87.09,2019-12-07
,20.591,3.5,-12.08,-87.09,2019-12-07
,20.5903,3.6,-12.08,-87.09,2019-12-07
,20.5889,3.8,-12.08,-87.09,2019-12-07
,20.5875,4.0,-12.08,-87.09,2019-12-07
,20.5861,4.2,-12.08,-87.09,2019-12-07
,20.5847,4.4,-12.08,-87.09,2019-12-07
,20.584,4.5,-12.08,-87.09,2019-12-07
,20.5842,4.7,-12.08,-87.09,2019-12-07
,20.5844,4.9,-12.08,-87.09,2019-12-07
,20.584599,5.1,-12.08,-87.09,2019-12-07
,20.584799,5.3,-12.08,-87.09,2019-12-07
,20.584999,5.5,-12.08,-87.09,2019-12-07
,20.5858,5.7,-12.08,-87.09,2019-12-07
,20.586599,5.9,-12.08,-87.09,2019-12-07
,20.5874,6.1,-12.08,-87.09,2019-12-07
,20.5886,6.4,-12.08,-87.09,2019-12-07
,20.589001,6.5,-12.08,-87.09,2019-12-07
,20.5893,6.6,-12.08,-87.09,2019-12-07
,20.589901,6.8,-12.08,-87.09,2019-12-07
,20.5905,7.0,-12.08,-87.09,2019-12-07
,20.591099,7.2,-12.08,-87.09,2019-12-07
,20.5917,7.4,-12.08,-87.09,2019-12-07
,20.591999,7.5,-12.08,-87.09,2019-12-07
,20.591778,7.6,-12.08,-87.09,2019-12-07
,20.591288,7.82,-12.08,-87.09,2019-12-07
,20.590889,8.0,-12.08,-87.09,2019-12-07
,20.590666,8.099999,-12.08,-87.09,2019-12-07
,20.590221,8.299999,-12.08,-87.09,2019-12-07
,20.59,8.4,-12.08,-87.09,2019-12-07
,20.588818,8.5,-12.08,-87.09,2019-12-07
,20.587637,8.599999,-12.08,-87.09,2019-12-07
,20.585272,8.8,-12.08,-87.09,2019-12-07
,20.582909,9.0,-12.08,-87.09,2019-12-07
,20.580545,9.2,-12.08,-87.09,2019-12-07
,20.577,9.5,-12.08,-87.09,2019-12-07
,20.576944,9.52,-12.08,-87.09,2019-12-07
,20.57449,10.42,-12.08,-87.09,2019-12-07
,20.573999,10.6,-12.08,-87.09,2019-12-07
,20.574778,11.3,-12.08,-87.09,2019-12-07
,20.575001,11.5,-12.08,-87.09,2019-12-07
,20.575001,12.12,-12.08,-87.09,2019-12-07
,20.575001,12.5,-12.08,-87.09,2019-12-07
,20.574236,12.92,-12.08,-87.09,2019-12-07
,20.573,13.6,-12.08,-87.09,2019-12-07
,20.571667,13.72,-12.08,-87.09,2019-12-07
,20.563,14.5,-12.08,-87.09,2019-12-07
,20.56192,14.62,-12.08,-87.09,2019-12-07
,20.554001,15.5,-12.08,-87.09,2019-12-07
,20.546728,16.300001,-12.08,-87.09,2019-12-07
,20.544001,16.6,-12.08,-87.09,2019-12-07
,20.542999,17.1,-12.08,-87.09,2019-12-07
,20.542,17.6,-12.08,-87.09,2019-12-07
,20.543921,17.92,-12.08,-87.09,2019-12-07
,20.548,18.6,-12.08,-87.09,2019-12-07
,20.544001,18.800001,-12.08,-87.09,2019-12-07
,20.530001,19.5,-12.08,-87.09,2019-12-07
,20.5268,19.6,-12.08,-87.09,2019-12-07
,20.5012,20.4,-12.08,-87.09,2019-12-07
,20.497999,20.5,-12.08,-87.09,2019-12-07
,20.496759,21.120001,-12.08,-87.09,2019-12-07
,20.496,21.5,-12.08,-87.09,2019-12-07
,20.4939,21.92,-12.08,-87.09,2019-12-07
,20.490999,22.5,-12.08,-87.09,2019-12-07
,20.489799,22.700001,-12.08,-87.09,2019-12-07
,20.485001,23.5,-12.08,-87.09,2019-12-07
,20.479023,23.52,-12.08,-87.09,2019-12-07
,20.23991,24.32,-12.08,-87.09,2019-12-07
,20.216,24.4,-12.08,-87.09,2019-12-07
,19.945019,25.32,-12.08,-87.09,2019-12-07
,19.892,25.5,-12.08,-87.09,2019-12-07
,19.691473,26.32,-12.08,-87.09,2019-12-07
,19.622999,26.6,-12.08,-87.09,2019-12-07
,19.563799,27.32,-12.08,-87.09,2019-12-07
,19.549,27.5,-12.08,-87.09,2019-12-07
,19.363001,28.5,-12.08,-87.09,2019-12-07
,19.361061,28.52,-12.08,-87.09,2019-12-07
,19.266001,29.5,-12.08,-87.09,2019-12-07
,19.252501,29.799999,-12.08,-87.09,2019-12-07
,19.221001,30.5,-12.08,-87.09,2019-12-07
,19.190001,31.0,-12.08,-87.09,2019-12-07
,19.159,31.5,-12.08,-87.09,2019-12-07
,19.099667,32.100002,-12.08,-87.09,2019-12-07
,19.07,32.400002,-12.08,-87.09,2019-12-07
,18.971819,33.400002,-12.08,-87.09,2019-12-07
,18.962,33.5,-12.08,-87.09,2019-12-07
,18.849001,34.599998,-12.08,-87.09,2019-12-07
,18.823999,35.599998,-12.08,-87.09,2019-12-07
,18.822001,35.799999,-12.08,-87.09,2019-12-07
,18.815001,36.5,-12.08,-87.09,2019-12-07
,18.8155,37.0,-12.08,-87.09,2019-12-07
,18.816,37.5,-12.08,-87.09,2019-12-07
,18.8083,38.200001,-12.08,-87.09,2019-12-07
,18.805,38.5,-12.08,-87.09,2019-12-07
,18.790001,39.400002,-12.08,-87.09,2019-12-07
,18.778,40.400002,-12.08,-87.09,2019-12-07
,18.771818,40.600002,-12.08,-87.09,2019-12-07
,18.743999,41.5,-12.08,-87.09,2019-12-07
,18.7362,41.720001,-12.08,-87.09,2019-12-07
,18.705,42.599998,-12.08,-87.09,2019-12-07
,18.699133,42.82,-12.08,-87.09,2019-12-07
,18.681,43.5,-12.08,-87.09,2019-12-07
,18.669559,44.02,-12.08,-87.09,2019-12-07
,18.659,44.5,-12.08,-87.09,2019-12-07
,18.6366,45.220001,-12.08,-87.09,2019-12-07
,18.631001,45.400002,-12.08,-87.09,2019-12-07
,18.600399,46.420002,-12.08,-87.09,2019-12-07
,18.598,46.5,-12.08,-87.09,2019-12-07
,18.566,47.599998,-12.08,-87.09,2019-12-07
,18.56568,47.619999,-12.08,-87.09,2019-12-07
,18.549999,48.599998,-12.08,-87.09,2019-12-07
,18.539244,48.82,-12.08,-87.09,2019-12-07
,18.506001,49.5,-12.08,-87.09,2019-12-07
,18.47324,50.02,-12.08,-87.09,2019-12-07
,18.443001,50.5,-12.08,-87.09,2019-12-07
,18.407801,51.220001,-12.08,-87.09,2019-12-07
,18.399,51.400002,-12.08,-87.09,2019-12-07
,18.356001,52.400002,-12.08,-87.09,2019-12-07
,18.355455,52.420002,-12.08,-87.09,2019-12-07
,18.326,53.5,-12.08,-87.09,2019-12-07
,18.325127,53.619999,-12.08,-87.09,2019-12-07
,18.318001,54.599998,-12.08,-87.09,2019-12-07
,18.317757,54.82,-12.08,-87.09,2019-12-07
,18.316999,55.5,-12.08,-87.09,2019-12-07
,18.306601,56.02,-12.08,-87.09,2019-12-07
,18.297001,56.5,-12.08,-87.09,2019-12-07
,18.248199,57.220001,-12.08,-87.09,2019-12-07
,18.236,57.400002,-12.08,-87.09,2019-12-07
,18.176655,58.420002,-12.08,-87.09,2019-12-07
,18.172001,58.5,-12.08,-87.09,2019-12-07
,18.145,59.599998,-12.08,-87.09,2019-12-07
,18.14468,59.619999,-12.08,-87.09,2019-12-07
,18.129,60.599998,-12.08,-87.09,2019-12-07
,18.126801,60.82,-12.08,-87.09,2019-12-07
,18.120001,61.5,-12.08,-87.09,2019-12-07
,18.116362,62.02,-12.08,-87.09,2019-12-07
,18.113001,62.5,-12.08,-87.09,2019-12-07
,18.089001,63.220001,-12.08,-87.09,2019-12-07
,18.083,63.400002,-12.08,-87.09,2019-12-07
,18.028,64.400002,-12.08,-87.09,2019-12-07
,18.027201,64.419998,-12.08,-87.09,2019-12-07
,17.983999,65.5,-12.08,-87.09,2019-12-07
,17.982037,65.620003,-12.08,-87.09,2019-12-07
,17.966,66.599998,-12.08,-87.09,2019-12-07
,17.963139,66.82,-12.08,-87.09,2019-12-07
,17.952999,67.599998,-12.08,-87.09,2019-12-07
,17.943178,68.120003,-12.08,-87.09,2019-12-07
,17.936001,68.5,-12.08,-87.09,2019-12-07
,17.91222,69.32,-12.08,-87.09,2019-12-07
,17.907,69.5,-12.08,-87.09,2019-12-07
