salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.1,-12.15,-87.11,2019-12-03
,,0.2,-12.15,-87.11,2019-12-03
,,0.6,-12.15,-87.11,2019-12-03
,,1.1,-12.15,-87.11,2019-12-03
,,1.3,-12.15,-87.11,2019-12-03
,20.275999,1.5,-12.15,-87.11,2019-12-03
,20.275999,1.7,-12.15,-87.11,2019-12-03
,20.275999,2.0,-12.15,-87.11,2019-12-03
,20.275999,2.2,-12.15,-87.11,2019-12-03
,20.275999,2.4,-12.15,-87.11,2019-12-03
,20.2757,2.7,-12.15,-87.11,2019-12-03
,20.275499,2.9,-12.15,-87.11,2019-12-03
,20.275299,3.1,-12.15,-87.11,2019-12-03
,20.275,3.4,-12.15,-87.11,2019-12-03
,20.274599,3.6,-12.15,-87.11,2019-12-03
,20.274,3.9,-12.15,-87.11,2019-12-03
,20.273201,4.3,-12.15,-87.11,2019-12-03
,20.273001,4.4,-12.15,-87.11,2019-12-03
,20.273001,4.5,-12.15,-87.11,2019-12-03
,20.273001,4.8,-12.15,-87.11,2019-12-03
,20.273001,5.0,-12.15,-87.11,2019-12-03
,20.273001,5.3,-12.15,-87.11,2019-12-03
,20.273001,5.5,-12.15,-87.11,2019-12-03
,20.273666,5.7,-12.15,-87.11,2019-12-03
,20.274334,5.9,-12.15,-87.11,2019-12-03
,20.275333,6.2,-12.15,-87.11,2019-12-03
,20.275999,6.4,-12.15,-87.11,2019-12-03
,20.272999,6.7,-12.15,-87.11,2019-12-03
,20.271,6.9,-12.15,-87.11,2019-12-03
,20.269001,7.1,-12.15,-87.11,2019-12-03
,20.266001,7.4,-12.15,-87.11,2019-12-03
,20.266201,7.6,-12.15,-87.11,2019-12-03
,20.2665,7.9,-12.15,-87.11,2019-12-03
,20.266701,8.099999,-12.15,-87.11,2019-12-03
,20.267,8.4,-12.15,-87.11,2019-12-03
,20.267727,8.599999,-12.15,-87.11,2019-12-03
,20.270708,9.42,-12.15,-87.11,2019-12-03
,20.271,9.5,-12.15,-87.11,2019-12-03
,20.261999,10.6,-12.15,-87.11,2019-12-03
,20.261999,10.620001,-12.15,-87.11,2019-12-03
,20.261999,11.5,-12.15,-87.11,2019-12-03
,20.26136,11.82,-12.15,-87.11,2019-12-03
,20.26,12.5,-12.15,-87.11,2019-12-03
,20.259481,13.02,-12.15,-87.11,2019-12-03
,20.259001,13.5,-12.15,-87.11,2019-12-03
,20.259001,14.22,-12.15,-87.11,2019-12-03
,20.259001,14.5,-12.15,-87.11,2019-12-03
,20.259001,15.4,-12.15,-87.11,2019-12-03
,20.259001,15.52,-12.15,-87.11,2019-12-03
,20.259001,16.5,-12.15,-87.11,2019-12-03
,20.259001,16.719999,-12.15,-87.11,2019-12-03
,20.259001,17.5,-12.15,-87.11,2019-12-03
,20.257845,18.02,-12.15,-87.11,2019-12-03
,20.257,18.4,-12.15,-87.11,2019-12-03
,20.257,19.219999,-12.15,-87.11,2019-12-03
,20.257,19.4,-12.15,-87.11,2019-12-03
,20.257,20.4,-12.15,-87.11,2019-12-03
,20.257,20.42,-12.15,-87.11,2019-12-03
,20.257,21.4,-12.15,-87.11,2019-12-03
,20.257,21.619999,-12.15,-87.11,2019-12-03
,20.257,22.4,-12.15,-87.11,2019-12-03
,20.256527,22.92,-12.15,-87.11,2019-12-03
,20.256001,23.5,-12.15,-87.11,2019-12-03
,20.254309,24.120001,-12.15,-87.11,2019-12-03
,20.253,24.6,-12.15,-87.11,2019-12-03
,20.25382,25.42,-12.15,-87.11,2019-12-03
,20.254,25.6,-12.15,-87.11,2019-12-03
,20.250999,26.6,-12.15,-87.11,2019-12-03
,20.2509,26.620001,-12.15,-87.11,2019-12-03
,20.246,27.6,-12.15,-87.11,2019-12-03
,20.245512,27.82,-12.15,-87.11,2019-12-03
,20.243999,28.5,-12.15,-87.11,2019-12-03
,20.24296,29.02,-12.15,-87.11,2019-12-03
,20.242001,29.5,-12.15,-87.11,2019-12-03
,20.24128,30.219999,-12.15,-87.11,2019-12-03
,20.240999,30.5,-12.15,-87.11,2019-12-03
,20.240999,31.42,-12.15,-87.11,2019-12-03
,20.240999,31.5,-12.15,-87.11,2019-12-03
,20.239,32.599998,-12.15,-87.11,2019-12-03
,20.238911,32.619999,-12.15,-87.11,2019-12-03
,20.235001,33.5,-12.15,-87.11,2019-12-03
,20.23522,33.720001,-12.15,-87.11,2019-12-03
,20.236,34.5,-12.15,-87.11,2019-12-03
,20.235418,34.82,-12.15,-87.11,2019-12-03
,20.233999,35.599998,-12.15,-87.11,2019-12-03
,20.233999,35.919998,-12.15,-87.11,2019-12-03
,20.233999,36.5,-12.15,-87.11,2019-12-03
,20.233999,36.919998,-12.15,-87.11,2019-12-03
,20.233999,37.5,-12.15,-87.11,2019-12-03
,20.233236,37.919998,-12.15,-87.11,2019-12-03
,20.232,38.599998,-12.15,-87.11,2019-12-03
,20.2309,38.82,-12.15,-87.11,2019-12-03
,20.228001,39.400002,-12.15,-87.11,2019-12-03
,20.206182,39.720001,-12.15,-87.11,2019-12-03
,20.153,40.5,-12.15,-87.11,2019-12-03
,20.120359,40.619999,-12.15,-87.11,2019-12-03
,19.881001,41.5,-12.15,-87.11,2019-12-03
,19.85784,41.619999,-12.15,-87.11,2019-12-03
,19.688,42.5,-12.15,-87.11,2019-12-03
,19.658764,42.619999,-12.15,-87.11,2019-12-03
,19.42,43.599998,-12.15,-87.11,2019-12-03
,19.391333,43.719997,-12.15,-87.11,2019-12-03
,19.205,44.5,-12.15,-87.11,2019-12-03
,19.191879,44.82,-12.15,-87.11,2019-12-03
,19.164,45.5,-12.15,-87.11,2019-12-03
,19.142241,45.82,-12.15,-87.11,2019-12-03
,19.096001,46.5,-12.15,-87.11,2019-12-03
,19.066,46.900002,-12.15,-87.11,2019-12-03
,19.021,47.5,-12.15,-87.11,2019-12-03
,18.97472,48.02,-12.15,-87.11,2019-12-03
,18.931999,48.5,-12.15,-87.11,2019-12-03
,18.891701,49.119999,-12.15,-87.11,2019-12-03
,18.867001,49.5,-12.15,-87.11,2019-12-03
,18.812281,50.220001,-12.15,-87.11,2019-12-03
,18.791,50.5,-12.15,-87.11,2019-12-03
,18.72294,51.32,-12.15,-87.11,2019-12-03
,18.708,51.5,-12.15,-87.11,2019-12-03
,18.690781,52.32,-12.15,-87.11,2019-12-03
,18.687,52.5,-12.15,-87.11,2019-12-03
,18.644091,53.299999,-12.15,-87.11,2019-12-03
,18.628,53.599998,-12.15,-87.11,2019-12-03
,18.598557,54.099998,-12.15,-87.11,2019-12-03
,18.575001,54.5,-12.15,-87.11,2019-12-03
,18.571041,54.720001,-12.15,-87.11,2019-12-03
,18.558439,55.419998,-12.15,-87.11,2019-12-03
,18.556999,55.5,-12.15,-87.11,2019-12-03
,18.5504,56.099998,-12.15,-87.11,2019-12-03
,18.546,56.5,-12.15,-87.11,2019-12-03
,18.5438,56.720001,-12.15,-87.11,2019-12-03
,18.536999,57.400002,-12.15,-87.11,2019-12-03
,18.535999,57.5,-12.15,-87.11,2019-12-03
,18.530279,58.02,-12.15,-87.11,2019-12-03
,18.525,58.5,-12.15,-87.11,2019-12-03
,18.508499,58.720001,-12.15,-87.11,2019-12-03
