salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.1,-12.34,-86.96,2019-10-04
,,0.32,-12.34,-86.96,2019-10-04
,,0.5,-12.34,-86.96,2019-10-04
,,0.9,-12.34,-86.96,2019-10-04
,,1.1,-12.34,-86.96,2019-10-04
,,1.32,-12.34,-86.96,2019-10-04
,19.412001,1.5,-12.34,-86.96,2019-10-04
,19.412001,1.6,-12.34,-86.96,2019-10-04
,19.412001,1.8,-12.34,-86.96,2019-10-04
,19.412001,1.9,-12.34,-86.96,2019-10-04
,19.412001,2.0,-12.34,-86.96,2019-10-04
,19.412001,2.1,-12.34,-86.96,2019-10-04
,19.412001,2.2,-12.34,-86.96,2019-10-04
,19.412001,2.32,-12.34,-86.96,2019-10-04
,19.412001,2.5,-12.34,-86.96,2019-10-04
,19.412001,2.6,-12.34,-86.96,2019-10-04
,19.412001,2.7,-12.34,-86.96,2019-10-04
,19.412001,2.8,-12.34,-86.96,2019-10-04
,19.412001,3.0,-12.34,-86.96,2019-10-04
,19.412001,3.2,-12.34,-86.96,2019-10-04
,19.412001,3.4,-12.34,-86.96,2019-10-04
,19.412001,3.5,-12.34,-86.96,2019-10-04
,19.412001,3.6,-12.34,-86.96,2019-10-04
,19.412001,3.7,-12.34,-86.96,2019-10-04
,19.412001,3.9,-12.34,-86.96,2019-10-04
,19.412001,4.1,-12.34,-86.96,2019-10-04
,19.412001,4.3,-12.34,-86.96,2019-10-04
,19.412001,4.4,-12.34,-86.96,2019-10-04
,19.412001,4.5,-12.34,-86.96,2019-10-04
,19.4121,4.6,-12.34,-86.96,2019-10-04
,19.412201,4.7,-12.34,-86.96,2019-10-04
,19.412401,4.9,-12.34,-86.96,2019-10-04
,19.4126,5.1,-12.34,-86.96,2019-10-04
,19.4128,5.3,-12.34,-86.96,2019-10-04
,19.413,5.5,-12.34,-86.96,2019-10-04
,19.412701,5.8,-12.34,-86.96,2019-10-04
,19.412401,6.1,-12.34,-86.96,2019-10-04
,19.4123,6.2,-12.34,-86.96,2019-10-04
,19.412001,6.5,-12.34,-86.96,2019-10-04
,19.412001,6.6,-12.34,-86.96,2019-10-04
,19.412001,6.8,-12.34,-86.96,2019-10-04
,19.412001,7.0,-12.34,-86.96,2019-10-04
,19.412001,7.2,-12.34,-86.96,2019-10-04
,19.412001,7.5,-12.34,-86.96,2019-10-04
,19.412701,7.6,-12.34,-86.96,2019-10-04
,19.414101,7.8,-12.34,-86.96,2019-10-04
,19.415501,8.0,-12.34,-86.96,2019-10-04
,19.417601,8.3,-12.34,-86.96,2019-10-04
,19.418301,8.4,-12.34,-86.96,2019-10-04
,19.419001,8.5,-12.34,-86.96,2019-10-04
,19.41868,8.82,-12.34,-86.96,2019-10-04
,19.418499,9.0,-12.34,-86.96,2019-10-04
,19.4184,9.1,-12.34,-86.96,2019-10-04
,19.418098,9.4,-12.34,-86.96,2019-10-04
,19.417999,9.5,-12.34,-86.96,2019-10-04
,19.417999,9.92,-12.34,-86.96,2019-10-04
,19.417999,10.6,-12.34,-86.96,2019-10-04
,19.417999,11.02,-12.34,-86.96,2019-10-04
,19.417999,11.5,-12.34,-86.96,2019-10-04
,19.4188,12.219999,-12.34,-86.96,2019-10-04
,19.419001,12.4,-12.34,-86.96,2019-10-04
,19.419001,13.5,-12.34,-86.96,2019-10-04
,19.419001,13.52,-12.34,-86.96,2019-10-04
,19.419001,14.5,-12.34,-86.96,2019-10-04
,19.419109,14.62,-12.34,-86.96,2019-10-04
,19.42,15.6,-12.34,-86.96,2019-10-04
,19.419781,15.820001,-12.34,-86.96,2019-10-04
,19.419001,16.6,-12.34,-86.96,2019-10-04
,19.417961,17.120001,-12.34,-86.96,2019-10-04
,19.417,17.6,-12.34,-86.96,2019-10-04
,19.417,18.42,-12.34,-86.96,2019-10-04
,19.417,18.6,-12.34,-86.96,2019-10-04
,19.417,19.5,-12.34,-86.96,2019-10-04
,19.417,19.719999,-12.34,-86.96,2019-10-04
,19.417,20.5,-12.34,-86.96,2019-10-04
,19.418039,21.02,-12.34,-86.96,2019-10-04
,19.419001,21.5,-12.34,-86.96,2019-10-04
,19.42049,22.32,-12.34,-86.96,2019-10-04
