salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.1,-12.38,-86.98,2019-09-19
,,0.42,-12.38,-86.98,2019-09-19
,,0.5,-12.38,-86.98,2019-09-19
,,0.8,-12.38,-86.98,2019-09-19
,,1.0,-12.38,-86.98,2019-09-19
,,1.2,-12.38,-86.98,2019-09-19
,,1.4,-12.38,-86.98,2019-09-19
,,1.5,-12.38,-86.98,2019-09-19
,19.065001,1.6,-12.38,-86.98,2019-09-19
,19.065001,1.7,-12.38,-86.98,2019-09-19
,19.065001,2.1,-12.38,-86.98,2019-09-19
,19.065001,2.4,-12.38,-86.98,2019-09-19
,19.065001,2.6,-12.38,-86.98,2019-09-19
,19.065001,2.72,-12.38,-86.98,2019-09-19
,19.065001,2.9,-12.38,-86.98,2019-09-19
,19.065001,3.0,-12.38,-86.98,2019-09-19
,19.065001,3.6,-12.38,-86.98,2019-09-19
,19.063444,3.7,-12.38,-86.98,2019-09-19
,19.057222,4.1,-12.38,-86.98,2019-09-19
,19.054111,4.3,-12.38,-86.98,2019-09-19
,19.051001,4.5,-12.38,-86.98,2019-09-19
,19.049,4.7,-12.38,-86.98,2019-09-19
,19.047001,4.9,-12.38,-86.98,2019-09-19
,19.043001,5.3,-12.38,-86.98,2019-09-19
,19.041,5.5,-12.38,-86.98,2019-09-19
,19.0345,6.0,-12.38,-86.98,2019-09-19
,19.0319,6.2,-12.38,-86.98,2019-09-19
,19.028,6.5,-12.38,-86.98,2019-09-19
,19.0264,6.7,-12.38,-86.98,2019-09-19
,19.024799,6.9,-12.38,-86.98,2019-09-19
,19.0208,7.4,-12.38,-86.98,2019-09-19
,19.02,7.5,-12.38,-86.98,2019-09-19
,19.0205,7.9,-12.38,-86.98,2019-09-19
,19.02075,8.1,-12.38,-86.98,2019-09-19
,19.021,8.3,-12.38,-86.98,2019-09-19
,19.02075,8.400001,-12.38,-86.98,2019-09-19
,19.02025,8.6,-12.38,-86.98,2019-09-19
,19.0182,9.42,-12.38,-86.98,2019-09-19
,19.018,9.5,-12.38,-86.98,2019-09-19
,19.010534,10.62,-12.38,-86.98,2019-09-19
,19.01,10.7,-12.38,-86.98,2019-09-19
,19.002001,11.4,-12.38,-86.98,2019-09-19
,19.002001,11.7,-12.38,-86.98,2019-09-19
,19.002001,12.5,-12.38,-86.98,2019-09-19
,18.999819,13.3,-12.38,-86.98,2019-09-19
,18.999001,13.6,-12.38,-86.98,2019-09-19
,18.997999,14.5,-12.38,-86.98,2019-09-19
,18.997908,14.6,-12.38,-86.98,2019-09-19
,18.997,15.6,-12.38,-86.98,2019-09-19
,18.996799,15.8,-12.38,-86.98,2019-09-19
,18.996,16.6,-12.38,-86.98,2019-09-19
,18.995501,17.1,-12.38,-86.98,2019-09-19
,18.995001,17.6,-12.38,-86.98,2019-09-19
,18.994301,18.300001,-12.38,-86.98,2019-09-19
,18.993999,18.6,-12.38,-86.98,2019-09-19
,18.99,19.6,-12.38,-86.98,2019-09-19
,18.989,20.700001,-12.38,-86.98,2019-09-19
,18.989124,20.800001,-12.38,-86.98,2019-09-19
,18.99,21.5,-12.38,-86.98,2019-09-19
,18.99,22.099998,-12.38,-86.98,2019-09-19
,18.99,22.299999,-12.38,-86.98,2019-09-19
,18.989,23.4,-12.38,-86.98,2019-09-19
,18.989,24.5,-12.38,-86.98,2019-09-19
,18.9888,24.700001,-12.38,-86.98,2019-09-19
,18.988001,25.5,-12.38,-86.98,2019-09-19
,18.987499,26.0,-12.38,-86.98,2019-09-19
,18.987,26.5,-12.38,-86.98,2019-09-19
,18.987,27.299999,-12.38,-86.98,2019-09-19
,18.987,27.4,-12.38,-86.98,2019-09-19
