salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.1,-12.54,-86.9,2019-10-24
,,0.2,-12.54,-86.9,2019-10-24
,,0.5,-12.54,-86.9,2019-10-24
,,1.1,-12.54,-86.9,2019-10-24
,,1.22,-12.54,-86.9,2019-10-24
,19.487,1.4,-12.54,-86.9,2019-10-24
,19.487,1.5,-12.54,-86.9,2019-10-24
,19.487,1.7,-12.54,-86.9,2019-10-24
,19.487,1.8,-12.54,-86.9,2019-10-24
,19.487,2.0,-12.54,-86.9,2019-10-24
,19.487,2.1,-12.54,-86.9,2019-10-24
,19.487,2.3,-12.54,-86.9,2019-10-24
,19.487,2.4,-12.54,-86.9,2019-10-24
,19.4872,2.5,-12.54,-86.9,2019-10-24
,19.4874,2.6,-12.54,-86.9,2019-10-24
,19.487999,2.9,-12.54,-86.9,2019-10-24
,19.4886,3.2,-12.54,-86.9,2019-10-24
,19.4888,3.3,-12.54,-86.9,2019-10-24
,19.489,3.4,-12.54,-86.9,2019-10-24
,19.489365,3.5,-12.54,-86.9,2019-10-24
,19.490091,3.7,-12.54,-86.9,2019-10-24
,19.490818,3.9,-12.54,-86.9,2019-10-24
,19.491545,4.1,-12.54,-86.9,2019-10-24
,19.492273,4.3,-12.54,-86.9,2019-10-24
,19.493,4.5,-12.54,-86.9,2019-10-24
,19.4932,4.7,-12.54,-86.9,2019-10-24
,19.493401,4.9,-12.54,-86.9,2019-10-24
,19.493599,5.1,-12.54,-86.9,2019-10-24
,19.4937,5.2,-12.54,-86.9,2019-10-24
,19.4939,5.4,-12.54,-86.9,2019-10-24
,19.493999,5.5,-12.54,-86.9,2019-10-24
,19.493999,5.7,-12.54,-86.9,2019-10-24
,19.493999,5.8,-12.54,-86.9,2019-10-24
,19.493999,6.0,-12.54,-86.9,2019-10-24
,19.493999,6.2,-12.54,-86.9,2019-10-24
,19.493999,6.4,-12.54,-86.9,2019-10-24
,19.493999,6.5,-12.54,-86.9,2019-10-24
,19.493999,6.6,-12.54,-86.9,2019-10-24
,19.493999,6.8,-12.54,-86.9,2019-10-24
,19.493999,7.0,-12.54,-86.9,2019-10-24
,19.493999,7.4,-12.54,-86.9,2019-10-24
,19.493999,7.5,-12.54,-86.9,2019-10-24
