salinity_sfile,temperature_sfile,pressure,lat,lon,date
,,0.1,-12.64,-86.9,2019-09-14
,,0.4,-12.64,-86.9,2019-09-14
,,0.5,-12.64,-86.9,2019-09-14
,,1.1,-12.64,-86.9,2019-09-14
,,1.3,-12.64,-86.9,2019-09-14
,18.940001,1.5,-12.64,-86.9,2019-09-14
,18.940001,1.7,-12.64,-86.9,2019-09-14
,18.940001,1.8,-12.64,-86.9,2019-09-14
,18.940001,2.0,-12.64,-86.9,2019-09-14
,18.940001,2.2,-12.64,-86.9,2019-09-14
,18.940001,2.4,-12.64,-86.9,2019-09-14
,18.940001,2.5,-12.64,-86.9,2019-09-14
,18.940001,2.6,-12.64,-86.9,2019-09-14
,18.940001,2.8,-12.64,-86.9,2019-09-14
,18.940001,3.0,-12.64,-86.9,2019-09-14
,18.940001,3.3,-12.64,-86.9,2019-09-14
,18.940001,3.4,-12.64,-86.9,2019-09-14
,18.939819,3.6,-12.64,-86.9,2019-09-14
,18.939636,3.8,-12.64,-86.9,2019-09-14
,18.939545,3.9,-12.64,-86.9,2019-09-14
,18.939272,4.2,-12.64,-86.9,2019-09-14
,18.939091,4.4,-12.64,-86.9,2019-09-14
,18.938999,4.5,-12.64,-86.9,2019-09-14
,18.938999,4.6,-12.64,-86.9,2019-09-14
,18.938999,4.82,-12.64,-86.9,2019-09-14
,18.938999,5.2,-12.64,-86.9,2019-09-14
,18.938999,5.4,-12.64,-86.9,2019-09-14
,18.938999,5.5,-12.64,-86.9,2019-09-14
,18.938999,5.7,-12.64,-86.9,2019-09-14
,18.938999,5.9,-12.64,-86.9,2019-09-14
,18.938999,6.1,-12.64,-86.9,2019-09-14
,18.938999,6.3,-12.64,-86.9,2019-09-14
,18.938999,6.5,-12.64,-86.9,2019-09-14
,18.938999,6.7,-12.64,-86.9,2019-09-14
,18.938999,6.9,-12.64,-86.9,2019-09-14
,18.938999,7.1,-12.64,-86.9,2019-09-14
,18.938999,7.3,-12.64,-86.9,2019-09-14
,18.938999,7.5,-12.64,-86.9,2019-09-14
,18.938999,7.6,-12.64,-86.9,2019-09-14
,18.938999,7.8,-12.64,-86.9,2019-09-14
,18.938999,8.2,-12.64,-86.9,2019-09-14
,18.938999,8.4,-12.64,-86.9,2019-09-14
,18.938999,8.5,-12.64,-86.9,2019-09-14
,18.938999,8.6,-12.64,-86.9,2019-09-14
,18.938999,8.8,-12.64,-86.9,2019-09-14
,18.938999,9.12,-12.64,-86.9,2019-09-14
,18.938999,9.5,-12.64,-86.9,2019-09-14
,18.938999,10.22,-12.64,-86.9,2019-09-14
,18.938999,10.5,-12.64,-86.9,2019-09-14
,18.938999,11.32,-12.64,-86.9,2019-09-14
,18.938999,11.5,-12.64,-86.9,2019-09-14
,18.93992,12.42,-12.64,-86.9,2019-09-14
,18.940001,12.5,-12.64,-86.9,2019-09-14
,18.938999,13.5,-12.64,-86.9,2019-09-14
,18.939018,13.52,-12.64,-86.9,2019-09-14
,18.940001,14.5,-12.64,-86.9,2019-09-14
,18.940001,14.62,-12.64,-86.9,2019-09-14
,18.940001,15.6,-12.64,-86.9,2019-09-14
,18.940001,15.620001,-12.64,-86.9,2019-09-14
,18.940001,16.5,-12.64,-86.9,2019-09-14
,18.940001,16.82,-12.64,-86.9,2019-09-14
,18.940001,17.4,-12.64,-86.9,2019-09-14
,18.940001,17.92,-12.64,-86.9,2019-09-14
,18.940001,18.4,-12.64,-86.9,2019-09-14
,18.939436,19.02,-12.64,-86.9,2019-09-14
,18.938999,19.5,-12.64,-86.9,2019-09-14
,18.938999,20.120001,-12.64,-86.9,2019-09-14
,18.938999,20.5,-12.64,-86.9,2019-09-14
,18.93828,21.219999,-12.64,-86.9,2019-09-14
,18.938,21.5,-12.64,-86.9,2019-09-14
,18.938,22.32,-12.64,-86.9,2019-09-14
,18.938,22.5,-12.64,-86.9,2019-09-14
,18.938,23.5,-12.64,-86.9,2019-09-14
,18.938,23.52,-12.64,-86.9,2019-09-14
,18.938,24.4,-12.64,-86.9,2019-09-14
,18.93829,24.719999,-12.64,-86.9,2019-09-14
,18.938999,25.5,-12.64,-86.9,2019-09-14
,18.938999,25.82,-12.64,-86.9,2019-09-14
,18.938999,26.5,-12.64,-86.9,2019-09-14
,18.93848,27.02,-12.64,-86.9,2019-09-14
,18.938,27.5,-12.64,-86.9,2019-09-14
,18.938,28.120001,-12.64,-86.9,2019-09-14
,18.938,28.5,-12.64,-86.9,2019-09-14
,18.93718,29.32,-12.64,-86.9,2019-09-14
,18.937,29.5,-12.64,-86.9,2019-09-14
,18.937,30.4,-12.64,-86.9,2019-09-14
,18.937,30.42,-12.64,-86.9,2019-09-14
,18.937,31.5,-12.64,-86.9,2019-09-14
,18.937,31.619999,-12.64,-86.9,2019-09-14
,18.937,32.599998,-12.64,-86.9,2019-09-14
,18.937,32.82,-12.64,-86.9,2019-09-14
,18.937,33.5,-12.64,-86.9,2019-09-14
,18.937519,34.02,-12.64,-86.9,2019-09-14
,18.938,34.5,-12.64,-86.9,2019-09-14
,18.938,35.119999,-12.64,-86.9,2019-09-14
,18.938,35.599998,-12.64,-86.9,2019-09-14
,18.938578,36.119999,-12.64,-86.9,2019-09-14
,18.938999,36.5,-12.64,-86.9,2019-09-14
,18.940599,37.220001,-12.64,-86.9,2019-09-14
,18.941,37.400002,-12.64,-86.9,2019-09-14
,18.941,38.400002,-12.64,-86.9,2019-09-14
,18.941,38.420002,-12.64,-86.9,2019-09-14
,18.941,39.400002,-12.64,-86.9,2019-09-14
,18.94071,39.720001,-12.64,-86.9,2019-09-14
,18.940001,40.5,-12.64,-86.9,2019-09-14
,18.940001,41.119999,-12.64,-86.9,2019-09-14
,18.940001,41.5,-12.64,-86.9,2019-09-14
,18.940001,42.5,-12.64,-86.9,2019-09-14
,18.940001,42.619999,-12.64,-86.9,2019-09-14
,18.940001,43.599998,-12.64,-86.9,2019-09-14
,18.939423,44.119999,-12.64,-86.9,2019-09-14
,18.938999,44.5,-12.64,-86.9,2019-09-14
,18.938999,45.400002,-12.64,-86.9,2019-09-14
,18.938999,45.620003,-12.64,-86.9,2019-09-14
,18.938999,46.5,-12.64,-86.9,2019-09-14
,18.938379,47.119999,-12.64,-86.9,2019-09-14
,18.938,47.5,-12.64,-86.9,2019-09-14
,18.938,48.400002,-12.64,-86.9,2019-09-14
,18.937799,48.620003,-12.64,-86.9,2019-09-14
,18.937,49.5,-12.64,-86.9,2019-09-14
,18.93638,50.119999,-12.64,-86.9,2019-09-14
,18.936001,50.5,-12.64,-86.9,2019-09-14
,18.934999,51.5,-12.64,-86.9,2019-09-14
,18.93498,51.52,-12.64,-86.9,2019-09-14
,18.934,52.5,-12.64,-86.9,2019-09-14
,18.932961,53.02,-12.64,-86.9,2019-09-14
,18.931999,53.5,-12.64,-86.9,2019-09-14
,18.93108,54.419998,-12.64,-86.9,2019-09-14
,18.931,54.5,-12.64,-86.9,2019-09-14
,18.929001,55.400002,-12.64,-86.9,2019-09-14
,18.928055,55.920002,-12.64,-86.9,2019-09-14
,18.927,56.5,-12.64,-86.9,2019-09-14
,18.92424,57.419998,-12.64,-86.9,2019-09-14
,18.924,57.5,-12.64,-86.9,2019-09-14
,18.922001,58.400002,-12.64,-86.9,2019-09-14
,18.920441,58.920002,-12.64,-86.9,2019-09-14
,18.919001,59.400002,-12.64,-86.9,2019-09-14
,18.915167,60.32,-12.64,-86.9,2019-09-14
,18.914,60.599998,-12.64,-86.9,2019-09-14
,18.91,61.5,-12.64,-86.9,2019-09-14
,18.90868,61.720001,-12.64,-86.9,2019-09-14
,18.903999,62.5,-12.64,-86.9,2019-09-14
,18.89904,63.119999,-12.64,-86.9,2019-09-14
,18.896,63.5,-12.64,-86.9,2019-09-14
,18.888641,64.419998,-12.64,-86.9,2019-09-14
,18.888,64.5,-12.64,-86.9,2019-09-14
,18.879,65.400002,-12.64,-86.9,2019-09-14
,18.875217,65.720001,-12.64,-86.9,2019-09-14
,18.865999,66.5,-12.64,-86.9,2019-09-14
,18.857319,67.120003,-12.64,-86.9,2019-09-14
,18.851999,67.5,-12.64,-86.9,2019-09-14
,18.834999,68.400002,-12.64,-86.9,2019-09-14
,18.834581,68.419998,-12.64,-86.9,2019-09-14
,18.812,69.5,-12.64,-86.9,2019-09-14
,18.80336,69.82,-12.64,-86.9,2019-09-14
,18.785,70.5,-12.64,-86.9,2019-09-14
,18.767319,71.019997,-12.64,-86.9,2019-09-14
,18.750999,71.5,-12.64,-86.9,2019-09-14
,18.71788,72.220001,-12.64,-86.9,2019-09-14
,18.705,72.5,-12.64,-86.9,2019-09-14
,18.655319,73.220001,-12.64,-86.9,2019-09-14
,18.636,73.5,-12.64,-86.9,2019-09-14
,18.58816,74.019997,-12.64,-86.9,2019-09-14
,18.544001,74.5,-12.64,-86.9,2019-09-14
,18.504,74.82,-12.64,-86.9,2019-09-14
,18.419001,75.5,-12.64,-86.9,2019-09-14
,18.415501,75.519997,-12.64,-86.9,2019-09-14
,18.275499,76.32,-12.64,-86.9,2019-09-14
,18.243999,76.5,-12.64,-86.9,2019-09-14
,18.159239,77.019997,-12.64,-86.9,2019-09-14
,18.080999,77.5,-12.64,-86.9,2019-09-14
,18.041639,77.82,-12.64,-86.9,2019-09-14
,17.958,78.5,-12.64,-86.9,2019-09-14
,17.942039,78.620003,-12.64,-86.9,2019-09-14
,17.83564,79.419998,-12.64,-86.9,2019-09-14
,17.825001,79.5,-12.64,-86.9,2019-09-14
,17.74378,80.120003,-12.64,-86.9,2019-09-14
,17.694,80.5,-12.64,-86.9,2019-09-14
,17.6373,80.919998,-12.64,-86.9,2019-09-14
,17.559,81.5,-12.64,-86.9,2019-09-14
,17.523581,81.720001,-12.64,-86.9,2019-09-14
,17.410881,82.419998,-12.64,-86.9,2019-09-14
,17.398001,82.5,-12.64,-86.9,2019-09-14
,17.279921,83.220001,-12.64,-86.9,2019-09-14
,17.233999,83.5,-12.64,-86.9,2019-09-14
,17.1534,84.019997,-12.64,-86.9,2019-09-14
,17.079,84.5,-12.64,-86.9,2019-09-14
,17.04668,84.82,-12.64,-86.9,2019-09-14
,16.978001,85.5,-12.64,-86.9,2019-09-14
,16.969481,85.620003,-12.64,-86.9,2019-09-14
,16.907,86.5,-12.64,-86.9,2019-09-14
,16.905519,86.519997,-12.64,-86.9,2019-09-14
,16.846319,87.32,-12.64,-86.9,2019-09-14
,16.833,87.5,-12.64,-86.9,2019-09-14
,16.759562,88.220001,-12.64,-86.9,2019-09-14
,16.731001,88.5,-12.64,-86.9,2019-09-14
,16.66671,89.019997,-12.64,-86.9,2019-09-14
,16.594999,89.599998,-12.64,-86.9,2019-09-14
,16.545221,89.919998,-12.64,-86.9,2019-09-14
