salinity_sfile,temperature_sfile,pressure,doxy
33.953999,29.625,4.44,
33.953999,29.622999,6.04,
33.952431,29.61515,7.61,193.187622
33.952,29.613001,8.04,
33.944,29.399,10.04,
33.946083,29.26,11.43,194.646591
33.946999,29.198999,12.04,
33.950001,29.163,14.04,
33.951,29.153,16.040001,
33.952862,29.153,16.660002,194.822006
33.957001,29.153,18.040001,
33.964001,29.152,20.040001,
33.967533,29.148972,21.1,194.793442
33.971001,29.146,22.140001,
33.972,29.134001,24.040001,
33.972,29.124001,26.040001,
33.972599,29.120399,26.640001,195.136887
33.973999,29.112,28.040001,
33.975002,29.052,30.040001,
33.986,29.004,32.040001,196.153778
33.999001,28.950001,33.84,
34.073002,28.639999,36.34,
34.0895,28.590876,36.940002,199.25943
34.117001,28.509001,37.940002,
34.306999,27.780001,40.540001,
34.278767,27.35408,41.75,197.018936
34.271999,27.252001,42.040001,
34.211002,26.795,43.740002,
34.212002,26.34,46.040001,
34.212002,26.268749,46.790001,193.283905
34.212002,26.112,48.440002,
34.277,25.709999,50.440002,
34.32885,25.3258,51.800003,169.897278
34.338001,25.257999,52.040001,
34.355,24.961,54.34,
34.364002,24.521,55.440002,
34.382626,23.916748,56.700001,161.142395
34.397999,23.417999,57.740002,
34.404999,22.768,59.940002,
34.412163,22.423332,61.82,197.226913
34.413002,22.382999,62.040001,
34.399002,22.150999,63.940002,
34.369999,21.909,66.139999,
34.350388,21.626352,66.949997,194.57431
34.324001,21.246,68.040001,
34.313999,20.811001,70.540001,
34.303001,20.687,71.440002,
34.300148,20.608452,71.660004,165.993591
34.268002,19.723,74.139999,
34.258999,19.562,75.840004,
34.262177,19.406221,76.93,146.440369
34.265999,19.219,78.239998,
34.269001,18.806999,79.639999,
34.276394,17.980021,81.949997,93.199547
34.277,17.912001,82.139999,
34.319,17.405001,83.540001,
34.435001,16.569,86.139999,
34.438759,16.557457,86.650002,31.99452
34.449001,16.525999,88.040001,
34.461002,16.493,89.940002,
34.493916,16.330257,91.860001,19.119707
34.497002,16.315001,92.040001,
34.528,16.103001,94.239998,
34.542,15.948,95.940002,
34.555923,15.8276,96.800003,11.689879
34.576,15.654,98.040001,
34.598,15.477,99.940002,
34.627666,15.095572,101.720001,5.340414
34.632999,15.027,102.040001,
34.639999,14.663,104.040001,
34.647999,14.565,106.040001,
34.649002,14.533,108.040001,
34.653999,14.481,110.139999,
34.659489,14.437995,111.970001,3.532955
34.66,14.434,112.139999,
34.660999,14.412,113.940002,
34.673,14.272,115.940002,
34.689999,14.099,118.040001,
34.694,14.065,120.040001,
34.696938,14.03462,122.0,0.884839
34.696999,14.034,122.040001,
34.702999,13.982,124.040001,
34.711002,13.917,126.040001,
34.722,13.823,128.039993,
34.730999,13.711,130.039993,
34.739964,13.618905,131.669998,0.356565
34.742001,13.598,132.039993,
34.758999,13.41,134.039993,
34.761002,13.297,136.039993,
34.764999,13.223,138.039993,
34.769001,13.155,140.039993,
34.773403,13.10924,141.799988,0.371953
34.774002,13.103,142.039993,
34.779999,13.059,144.039993,
34.783001,13.014,146.039993,
34.784,12.998,148.039993,
