salinity_sfile,temperature_sfile,pressure,doxy
33.368519,28.518,4.84,
33.403389,28.404894,5.22,198.528564
33.524521,28.011999,6.54,
33.76955,26.814137,7.21,195.886093
34.036522,25.509001,7.94,
34.499489,22.45385,9.23,153.000778
34.682522,21.246,9.74,
34.763294,20.055756,11.01,98.245338
34.841522,18.903,12.24,
34.845573,18.73938,13.05,67.386414
34.851521,18.499001,14.24,
34.855438,18.39719,14.86,54.333035
34.863522,18.187,16.139999,
34.87072,18.054041,17.099998,45.899925
34.878521,17.91,18.139999,
34.884377,17.836786,18.549999,39.500793
34.898376,17.661785,19.529999,35.406151
34.90852,17.535,20.24,
34.911846,17.473749,20.59,33.034691
34.927521,17.184999,22.24,
34.927521,17.121,24.24,
34.93008,17.0826,24.879999,29.018473
34.93552,17.000999,26.24,
34.936161,16.98612,26.559999,27.131166
34.939522,16.908001,28.24,
34.940243,16.883162,28.959999,26.224287
34.941521,16.839001,30.24,
34.942074,16.817171,30.610001,25.801142
34.944519,16.721001,32.240002,
34.944954,16.688375,33.110001,25.517506
34.945518,16.646,34.240002,
34.946568,16.620449,34.940002,25.689568
34.948521,16.573,36.240002,
34.948227,16.561495,36.830002,25.8745
34.947521,16.534,38.240002,
34.947521,16.52434,38.700001,26.159065
34.947521,16.492001,40.240002,
34.947971,16.475349,40.690002,26.67779
34.94952,16.417999,42.240002,
34.949768,16.397749,42.740002,27.307766
34.95052,16.337,44.240002,
34.950844,16.298651,44.890003,27.882822
34.951485,16.223129,46.170002,28.030716
34.951519,16.219,46.240002,
34.954521,16.132,48.240002,
34.954395,16.123501,48.490002,28.324814
34.953522,16.063999,50.240002,
34.954033,16.047424,50.75,28.543568
34.955521,15.999,52.240002,
34.955521,15.96624,53.02,28.728573
34.955521,15.915,54.240002,
34.955521,15.9072,54.390003,28.860882
34.955521,15.811,56.240002,
34.955521,15.80066,56.710003,28.991213
34.955521,15.767,58.240002,
34.955521,15.75953,59.070004,29.057762
34.955521,15.749,60.240002,
34.955521,15.747765,60.43,29.093487
34.955521,15.736,62.240002,
34.955521,15.7325,62.740002,29.156769
34.955521,15.722,64.239998,
34.955521,15.71122,65.009995,29.251575
34.955521,15.694,66.239998,
34.955521,15.693191,66.299995,29.322247
34.955521,15.667,68.239998,
34.955662,15.6558,68.519997,29.425295
34.95652,15.587,70.239998,
34.956261,15.57556,70.759995,29.485498
34.955521,15.543,72.239998,
34.955139,15.51792,73.0,29.445761
34.954521,15.477,74.239998,
34.954571,15.4734,74.339996,29.413143
34.955521,15.405,76.239998,
34.955521,15.37548,76.720001,29.258881
34.955521,15.282,78.239998,
34.955074,15.255745,79.129997,28.935999
34.954521,15.223,80.239998,
34.954521,15.210175,80.509995,28.66832
34.954521,15.128,82.239998,
34.953457,15.0996,82.949997,28.238857
34.951519,15.048,84.239998,
34.951427,15.04323,84.329994,27.995037
34.94952,14.942,86.239998,
34.948574,14.92373,86.869995,27.774172
34.946522,14.884,88.239998,
34.946411,14.88114,88.349998,27.597193
34.944519,14.832,90.239998,
34.944519,14.806499,90.919998,27.139523
34.944519,14.757,92.239998,
34.943943,14.74895,92.470001,26.854755
34.939522,14.687,94.239998,
34.939522,14.68205,95.139999,26.573862
34.939522,14.676,96.239998,
34.939312,14.67453,96.659996,26.383068
34.938549,14.669209,98.18,26.127659
34.938519,14.669,98.239998,
34.937519,14.656,100.239998,
34.93726,14.64846,100.759995,25.658627
34.93652,14.627,102.239998,
34.934521,14.593,104.239998,
34.934273,14.587,104.489998,24.819082
34.932522,14.545,106.239998,
34.92955,14.47669,108.220001,23.964041
34.92952,14.476,108.239998,
34.927521,14.391,110.239998,
34.923798,14.26731,112.099998,23.144754
34.923519,14.258,112.239998,
34.920521,14.158,114.239998,
34.919521,14.116,116.239998,
34.91909,14.09837,117.099998,22.733484
34.918522,14.075,118.239998,
34.917519,14.041,120.339996,
34.917114,14.032084,121.110001,22.449516
34.916519,14.019,122.239998,
34.916519,13.994,124.239998,
34.916088,13.983681,125.099998,22.160063
34.91552,13.97,126.239998,
34.91552,13.943,128.240005,
34.914631,13.935434,129.130005,21.849514
34.913521,13.926,130.240005,
34.913521,13.90077,131.980011,21.586481
34.913521,13.897,132.240005,
34.912521,13.874,134.240005,
34.911583,13.86272,136.12001,21.234009
34.911522,13.862,136.240005,
34.911522,13.839,138.240005,
34.909611,13.822764,140.150009,20.716753
34.909519,13.822,140.240005,
34.90852,13.796,142.240005,
34.906521,13.769,144.139999,
34.906471,13.7674,144.190002,19.930552
34.904522,13.705,146.139999,
34.902519,13.586,148.240005,
34.9021,13.572141,148.450012,19.212603
34.898521,13.454,150.240005,
34.89352,13.433,152.240005,
34.89352,13.432235,152.75,19.113626
34.89352,13.43,154.240005,
34.894306,13.413501,155.890015,19.01981
34.89452,13.409,156.340012,
34.892521,13.358,158.240005,
34.891521,13.345,160.240005,
34.891521,13.3448,160.430008,19.080452
34.891521,13.343,162.139999,
34.891521,13.339,164.240005,
34.891521,13.33515,165.01001,19.053171
34.891521,13.329,166.240005,
34.890522,13.303,168.240005,
34.890522,13.302686,168.270004,19.027788
34.890522,13.282,170.240005,
34.889519,13.27,172.240005,
34.889519,13.26626,172.919998,18.990721
34.889519,13.259,174.240005,
34.888519,13.25,176.240005,
34.888508,13.24992,176.26001,18.935801
34.88752,13.242,178.240005,
34.888519,13.228,180.240005,
34.887848,13.220295,180.910004,18.898382
34.88652,13.205,182.240005,
34.884521,13.175,184.240005,
34.884521,13.174931,184.25,19.129908
34.884521,13.161,186.240005,
34.884521,13.153,188.240005,
34.884102,13.14754,189.080002,19.168978
34.883522,13.14,190.240005,
34.882519,13.133,192.240005,
34.88242,13.1321,192.430008,19.307848
34.881519,13.124,194.139999,
34.881519,13.1144,195.820007,19.580984
34.881519,13.112,196.240005,
34.881519,13.085,198.240005,
34.87952,13.075,200.240005,
34.879356,13.07434,200.570007,19.946226
34.878521,13.071,202.240005,
34.878521,13.045501,203.940002,20.393251
34.878521,13.041,204.240005,
34.875519,13.0,206.240005,
34.87352,12.974,208.240005,
34.873299,12.96366,208.680008,20.989532
34.87252,12.927,210.240005,
34.867996,12.874511,212.050003,21.025654
34.867519,12.869,212.240005,
34.86552,12.838,214.240005,
34.863522,12.781,216.240005,
34.86232,12.7726,216.720001,20.521603
34.858521,12.746,218.240005,
34.857647,12.713625,219.990005,20.161142
34.857521,12.709,220.240005,
34.85252,12.647,222.240005,
34.85252,12.608,224.240005,
34.851845,12.6008,224.690002,19.976871
34.849522,12.576,226.240005,
34.84761,12.559765,228.150009,20.046734
34.847519,12.559,228.240005,
34.84552,12.521,230.240005,
34.842522,12.494,232.240005,
34.841869,12.486851,232.889999,20.170324
34.840519,12.472,234.240005,
34.838539,12.44824,236.220001,20.229935
34.83852,12.448,236.240005,
34.836521,12.427,238.240005,
34.833519,12.379,240.240005,
34.832455,12.36622,240.950012,20.242401
34.830521,12.343,242.240005,
34.828522,12.287,244.240005,
34.828442,12.28616,244.279999,20.157396
34.82452,12.245,246.240005,
34.823521,12.229,248.240005,
34.82275,12.220915,249.01001,19.845932
34.821522,12.208,250.240005,
34.820518,12.192,252.240005,
34.820465,12.191285,252.350006,19.437401
34.819519,12.179,254.240005,
34.81852,12.129,256.23999,
34.817741,12.12081,257.019989,18.474775
34.816521,12.108,258.23999,
34.815521,12.098,260.23999,
34.815521,12.097099,260.389984,17.90896
34.815521,12.086,262.23999,
34.814522,12.08,264.23999,
34.814522,12.0788,265.039978,16.914696
34.814522,12.077,266.23999,
34.813519,12.075,268.23999,
34.813519,12.074863,268.259979,15.590621
34.813519,12.062,270.139984,
34.812519,12.023,272.139984,
34.81168,12.009171,273.019989,13.84478
34.81052,11.99,274.23999,
34.809525,11.964129,276.22998,12.72053
34.809521,11.964,276.23999,
34.807522,11.942,278.339996,
34.806519,11.917,280.23999,
34.806183,11.910635,280.910004,11.122468
34.805519,11.898,282.23999,
34.804569,11.87995,284.139984,10.499727
34.80452,11.879,284.23999,
34.80352,11.812,286.23999,
34.800522,11.791,288.139984,
34.800259,11.787071,288.689972,10.51361
34.799519,11.776,290.23999,
34.79697,11.750501,291.940002,10.769755
34.79652,11.746,292.23999,
34.79652,11.72,294.23999,
34.793522,11.686,296.23999,
