salinity_sfile,temperature_sfile,pressure,doxy,lat,lon,date
35.174999,27.107,4.59,,23.73,-162.09,2024-08-12
35.174,27.094999,6.39,,23.73,-162.09,2024-08-12
35.174,27.094095,8.200001,203.24707,23.73,-162.09,2024-08-12
35.174,27.094,8.39,,23.73,-162.09,2024-08-12
35.174999,27.089001,10.39,,23.73,-162.09,2024-08-12
35.174999,27.078825,12.240001,202.975967,23.73,-162.09,2024-08-12
35.174999,27.077999,12.39,,23.73,-162.09,2024-08-12
35.175999,27.069,14.39,,23.73,-162.09,2024-08-12
35.176998,27.056999,16.389999,,23.73,-162.09,2024-08-12
35.176998,27.05662,17.15,202.981857,23.73,-162.09,2024-08-12
35.176998,27.056,18.389999,,23.73,-162.09,2024-08-12
35.176998,27.056,20.389999,,23.73,-162.09,2024-08-12
35.177792,27.05282,21.98,202.985733,23.73,-162.09,2024-08-12
35.177998,27.052,22.389999,,23.73,-162.09,2024-08-12
35.177998,27.049999,24.389999,,23.73,-162.09,2024-08-12
35.177998,27.049,26.389999,,23.73,-162.09,2024-08-12
35.177998,27.048519,27.349998,203.115067,23.73,-162.09,2024-08-12
35.177998,27.048,28.389999,,23.73,-162.09,2024-08-12
35.178997,27.046,30.389999,,23.73,-162.09,2024-08-12
35.178219,27.043659,31.949999,203.195618,23.73,-162.09,2024-08-12
35.177998,27.042999,32.389999,,23.73,-162.09,2024-08-12
35.171997,26.976999,34.389999,,23.73,-162.09,2024-08-12
35.161999,26.882999,36.389999,,23.73,-162.09,2024-08-12
35.162544,26.854908,36.989998,203.743042,23.73,-162.09,2024-08-12
35.163998,26.780001,38.59,,23.73,-162.09,2024-08-12
35.176998,26.672001,40.290001,,23.73,-162.09,2024-08-12
35.191933,26.524534,42.25,205.702942,23.73,-162.09,2024-08-12
35.193001,26.514,42.389999,,23.73,-162.09,2024-08-12
35.188999,26.275999,44.489998,,23.73,-162.09,2024-08-12
35.188,25.698,46.290001,,23.73,-162.09,2024-08-12
35.193371,25.588781,47.23,211.293076,23.73,-162.09,2024-08-12
35.200001,25.454,48.389999,,23.73,-162.09,2024-08-12
35.202999,25.438999,50.389999,,23.73,-162.09,2024-08-12
35.204464,25.424334,51.929996,211.13858,23.73,-162.09,2024-08-12
35.204998,25.419001,52.489998,,23.73,-162.09,2024-08-12
35.205997,25.388,54.790001,,23.73,-162.09,2024-08-12
35.205997,25.365999,55.790001,,23.73,-162.09,2024-08-12
35.206615,25.280993,57.330002,212.400269,23.73,-162.09,2024-08-12
35.207001,25.228001,58.290001,,23.73,-162.09,2024-08-12
35.210999,24.951,60.389999,,23.73,-162.09,2024-08-12
35.214161,24.81196,61.970001,215.493469,23.73,-162.09,2024-08-12
35.215,24.775,62.389999,,23.73,-162.09,2024-08-12
35.219997,24.597,64.389999,,23.73,-162.09,2024-08-12
35.224998,24.412001,66.389999,,23.73,-162.09,2024-08-12
35.225372,24.383875,67.139999,216.543945,23.73,-162.09,2024-08-12
35.225998,24.337,68.389999,,23.73,-162.09,2024-08-12
35.224998,24.27,70.489998,,23.73,-162.09,2024-08-12
35.221294,24.217199,72.25,215.649399,23.73,-162.09,2024-08-12
35.221001,24.212999,72.389999,,23.73,-162.09,2024-08-12
35.215,24.117001,74.389999,,23.73,-162.09,2024-08-12
35.208,23.964001,76.389999,,23.73,-162.09,2024-08-12
35.205143,23.936571,76.989998,213.869308,23.73,-162.09,2024-08-12
35.197998,23.868,78.489998,,23.73,-162.09,2024-08-12
35.178997,23.707001,80.290001,,23.73,-162.09,2024-08-12
35.179844,23.610914,82.059998,213.207947,23.73,-162.09,2024-08-12
35.18,23.593,82.389999,,23.73,-162.09,2024-08-12
35.208,23.465,84.389999,,23.73,-162.09,2024-08-12
35.214001,23.365,86.389999,,23.73,-162.09,2024-08-12
35.211971,23.346729,86.970001,211.843399,23.73,-162.09,2024-08-12
35.207001,23.302,88.389999,,23.73,-162.09,2024-08-12
35.188999,23.120001,90.389999,,23.73,-162.09,2024-08-12
35.181576,23.0903,92.040001,209.011826,23.73,-162.09,2024-08-12
35.18,23.084,92.389999,,23.73,-162.09,2024-08-12
35.175999,23.073999,94.290001,,23.73,-162.09,2024-08-12
35.18,22.837,96.389999,,23.73,-162.09,2024-08-12
35.176266,22.765205,97.220001,207.619797,23.73,-162.09,2024-08-12
35.170998,22.664,98.389999,,23.73,-162.09,2024-08-12
35.174999,22.646,100.389999,,23.73,-162.09,2024-08-12
35.1731,22.61845,102.290001,207.448563,23.73,-162.09,2024-08-12
35.173,22.617001,102.389999,,23.73,-162.09,2024-08-12
35.170998,22.576,104.690002,,23.73,-162.09,2024-08-12
35.181999,22.566999,106.190002,,23.73,-162.09,2024-08-12
35.217999,22.452999,108.290001,,23.73,-162.09,2024-08-12
35.218998,22.309999,110.389999,,23.73,-162.09,2024-08-12
35.217278,22.223139,112.110001,210.349411,23.73,-162.09,2024-08-12
35.216999,22.209,112.389999,,23.73,-162.09,2024-08-12
35.215,22.105,114.389999,,23.73,-162.09,2024-08-12
35.208,21.954,116.389999,,23.73,-162.09,2024-08-12
35.202,21.83,118.389999,,23.73,-162.09,2024-08-12
35.197998,21.702,120.389999,,23.73,-162.09,2024-08-12
35.193169,21.57642,122.0,207.734482,23.73,-162.09,2024-08-12
35.191998,21.546,122.389999,,23.73,-162.09,2024-08-12
35.188999,21.459999,124.389999,,23.73,-162.09,2024-08-12
35.187,21.417999,126.389999,,23.73,-162.09,2024-08-12
35.183998,21.344999,128.389999,,23.73,-162.09,2024-08-12
35.176998,21.153,130.389999,,23.73,-162.09,2024-08-12
35.174419,21.08979,131.679993,205.338745,23.73,-162.09,2024-08-12
35.173,21.055,132.389999,,23.73,-162.09,2024-08-12
35.169998,21.009001,134.389999,,23.73,-162.09,2024-08-12
35.167,20.955999,136.389999,,23.73,-162.09,2024-08-12
35.161999,20.888,138.389999,,23.73,-162.09,2024-08-12
35.154999,20.834,140.389999,,23.73,-162.09,2024-08-12
35.12574,20.670759,141.929993,194.250061,23.73,-162.09,2024-08-12
35.117001,20.622,142.389999,,23.73,-162.09,2024-08-12
35.042,20.297001,144.389999,,23.73,-162.09,2024-08-12
