salinity_sfile,temperature_sfile,pressure,doxy,lat,lon,date
35.317001,29.923,4.31,,1.94,176.77,2024-08-14
35.317001,29.924999,5.91,,1.94,176.77,2024-08-14
35.317001,29.926941,7.85,192.631561,1.94,176.77,2024-08-14
35.317001,29.927,7.91,,1.94,176.77,2024-08-14
35.317001,29.927,9.91,,1.94,176.77,2024-08-14
35.317001,29.927,11.32,192.549393,1.94,176.77,2024-08-14
35.317001,29.927,11.91,,1.94,176.77,2024-08-14
35.317001,29.929001,13.91,,1.94,176.77,2024-08-14
35.317001,29.93,15.91,,1.94,176.77,2024-08-14
35.317001,29.930355,16.619999,192.545944,1.94,176.77,2024-08-14
35.317001,29.931,17.91,,1.94,176.77,2024-08-14
35.317001,29.93,19.91,,1.94,176.77,2024-08-14
35.317001,29.93,21.700001,192.504364,1.94,176.77,2024-08-14
35.317001,29.93,21.91,,1.94,176.77,2024-08-14
35.317001,29.931,23.91,,1.94,176.77,2024-08-14
35.317001,29.931,25.91,,1.94,176.77,2024-08-14
35.317001,29.931309,26.530001,192.351547,1.94,176.77,2024-08-14
35.317001,29.931999,27.91,,1.94,176.77,2024-08-14
35.316002,29.929001,29.91,,1.94,176.77,2024-08-14
35.31517,29.923191,31.57,191.893372,1.94,176.77,2024-08-14
35.314999,29.922001,31.91,,1.94,176.77,2024-08-14
35.313999,29.917,33.91,,1.94,176.77,2024-08-14
35.313999,29.917,35.91,,1.94,176.77,2024-08-14
35.313675,29.915375,36.560001,191.342484,1.94,176.77,2024-08-14
35.313,29.912001,37.91,,1.94,176.77,2024-08-14
35.312,29.902,39.91,,1.94,176.77,2024-08-14
35.308819,29.888485,41.5,189.658081,1.94,176.77,2024-08-14
35.307999,29.885,41.91,,1.94,176.77,2024-08-14
35.306999,29.881001,43.91,,1.94,176.77,2024-08-14
35.306999,29.879999,45.91,,1.94,176.77,2024-08-14
35.306141,29.876989,46.77,188.647766,1.94,176.77,2024-08-14
35.305,29.872999,47.91,,1.94,176.77,2024-08-14
35.303001,29.851,49.91,,1.94,176.77,2024-08-14
35.303001,29.834799,51.529999,186.651764,1.94,176.77,2024-08-14
35.303001,29.830999,51.91,,1.94,176.77,2024-08-14
