salinity_sfile,temperature_sfile,pressure,doxy,lat,lon,date
34.966,19.597,4.15,190.199448,-1.36,-94.21,2024-08-21
34.966,19.593,6.05,189.021027,-1.36,-94.21,2024-08-21
34.979,19.518999,8.05,187.85878,-1.36,-94.21,2024-08-21
34.981998,19.497999,10.05,187.37114,-1.36,-94.21,2024-08-21
34.984001,19.483999,12.150001,186.806549,-1.36,-94.21,2024-08-21
34.987,19.466999,13.95,185.73233,-1.36,-94.21,2024-08-21
34.987999,19.455999,16.049999,184.227432,-1.36,-94.21,2024-08-21
34.993999,19.413,18.049999,181.366669,-1.36,-94.21,2024-08-21
35.006001,19.322001,20.049999,177.223236,-1.36,-94.21,2024-08-21
35.026001,19.176001,22.15,173.712708,-1.36,-94.21,2024-08-21
35.032001,19.118,23.949999,169.863159,-1.36,-94.21,2024-08-21
35.042999,19.000999,26.049999,165.637238,-1.36,-94.21,2024-08-21
35.055,18.91,28.049999,162.363098,-1.36,-94.21,2024-08-21
35.057999,18.819,30.049999,157.807343,-1.36,-94.21,2024-08-21
35.061001,18.731001,32.049999,152.295319,-1.36,-94.21,2024-08-21
35.068001,18.579,34.049999,145.403488,-1.36,-94.21,2024-08-21
35.075001,18.434999,36.049999,132.990585,-1.36,-94.21,2024-08-21
35.125,17.974001,38.149998,119.178398,-1.36,-94.21,2024-08-21
35.182999,17.976999,39.950001,111.682846,-1.36,-94.21,2024-08-21
35.208,18.006001,42.049999,104.671844,-1.36,-94.21,2024-08-21
35.244999,17.886999,44.049999,101.125801,-1.36,-94.21,2024-08-21
35.243,17.806,46.049999,100.991356,-1.36,-94.21,2024-08-21
35.233002,17.757,48.049999,100.56881,-1.36,-94.21,2024-08-21
35.223,17.663,50.049999,98.560677,-1.36,-94.21,2024-08-21
35.226002,17.576,52.049999,94.247658,-1.36,-94.21,2024-08-21
35.243999,17.431,54.049999,87.244453,-1.36,-94.21,2024-08-21
35.250999,16.957001,56.049999,82.938736,-1.36,-94.21,2024-08-21
35.237,16.667,58.049999,82.09391,-1.36,-94.21,2024-08-21
35.228001,16.417999,60.049999,82.030624,-1.36,-94.21,2024-08-21
35.215,16.152,62.049999,83.178284,-1.36,-94.21,2024-08-21
35.201,15.924,64.050003,84.902687,-1.36,-94.21,2024-08-21
35.181,15.68,66.050003,86.964699,-1.36,-94.21,2024-08-21
35.166,15.536,68.050003,89.344612,-1.36,-94.21,2024-08-21
35.146999,15.385,70.050003,91.565811,-1.36,-94.21,2024-08-21
35.112999,15.079,72.050003,93.6259,-1.36,-94.21,2024-08-21
35.097,14.981,74.050003,94.165047,-1.36,-94.21,2024-08-21
